step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
2150,7.5774,7.7773,7.7772,4.25e+14,4.85e+14,17612800
2200,7.5450,7.7621,7.7622,4.35e+14,4.96e+14,18022400
2250,7.5974,7.7628,7.7628,4.44e+14,5.08e+14,18432000
2300,7.7745,7.7512,7.7513,4.54e+14,5.19e+14,18841600
2350,7.6322,7.7573,7.7574,4.64e+14,5.30e+14,19251200
2400,7.5810,7.7703,7.7701,4.74e+14,5.41e+14,19660800
2450,7.6596,7.7530,7.7535,4.84e+14,5.53e+14,20070400
2500,7.5920,7.7549,7.7552,4.94e+14,5.64e+14,20480000
2550,7.7071,7.7543,7.7545,5.04e+14,5.75e+14,20889600
2600,7.6871,7.7787,7.7788,5.14e+14,5.86e+14,21299200
2650,7.5861,7.7733,7.7733,5.24e+14,5.98e+14,21708800
2700,7.5591,7.7707,7.7708,5.33e+14,6.09e+14,22118400
2750,7.7055,7.7629,7.7630,5.43e+14,6.20e+14,22528000
2800,7.6058,7.7729,7.7730,5.53e+14,6.32e+14,22937600
2850,7.6714,7.7601,7.7602,5.63e+14,6.43e+14,23347200
2900,7.6535,7.7660,7.7661,5.73e+14,6.54e+14,23756800
2950,7.5206,7.7618,7.7618,5.83e+14,6.65e+14,24166400
3000,7.5989,7.7501,7.7502,5.93e+14,6.77e+14,24576000
3050,7.5931,7.7763,7.7762,6.03e+14,6.88e+14,24985600
3100,7.6198,7.7457,7.7459,6.12e+14,6.99e+14,25395200
3150,7.7168,7.7474,7.7477,6.22e+14,7.11e+14,25804800
3200,7.5719,7.7441,7.7443,6.32e+14,7.22e+14,26214400
3250,7.5931,7.7503,7.7504,6.42e+14,7.33e+14,26624000
3300,7.5250,7.7492,7.7494,6.52e+14,7.44e+14,27033600
3350,7.6108,7.7460,7.7464,6.62e+14,7.56e+14,27443200
3400,7.5692,7.7433,7.7435,6.72e+14,7.67e+14,27852800
3450,7.5369,7.7434,7.7435,6.82e+14,7.78e+14,28262400
3500,7.6162,7.7398,7.7400,6.91e+14,7.89e+14,28672000
3550,7.7281,7.7406,7.7407,7.01e+14,8.01e+14,29081600
3600,7.6952,7.7379,7.7382,7.11e+14,8.12e+14,29491200
3650,7.5693,7.7545,7.7546,7.21e+14,8.23e+14,29900800
3700,7.5947,7.7363,7.7366,7.31e+14,8.35e+14,30310400
3750,7.6994,7.7354,7.7360,7.41e+14,8.46e+14,30720000
3800,7.5855,7.7400,7.7405,7.51e+14,8.57e+14,31129600
3850,7.6214,7.7416,7.7423,7.61e+14,8.68e+14,31539200
3900,7.5820,7.7435,7.7440,7.71e+14,8.80e+14,31948800
3950,7.6920,7.7322,7.7333,7.80e+14,8.91e+14,32358400
4000,7.6991,7.7506,7.7509,7.90e+14,9.02e+14,32768000
4050,7.7573,7.7424,7.7425,8.00e+14,9.14e+14,33177600
4100,7.7885,7.7352,7.7355,8.10e+14,9.25e+14,33587200
4150,7.5899,7.7437,7.7445,8.20e+14,9.36e+14,33996800
4200,7.6247,7.7452,7.7457,8.30e+14,9.47e+14,34406400
4250,7.4580,7.7607,7.7607,8.40e+14,9.59e+14,34816000
4300,7.5853,7.7433,7.7439,8.50e+14,9.70e+14,35225600
4350,7.4942,7.7488,7.7490,8.59e+14,9.81e+14,35635200
4400,7.5873,7.7388,7.7395,8.69e+14,9.93e+14,36044800
4450,7.6261,7.7402,7.7416,8.79e+14,1.00e+15,36454400
4500,7.5948,7.7337,7.7323,8.89e+14,1.02e+15,36864000
4550,7.5740,7.7425,7.7428,8.99e+14,1.03e+15,37273600
4600,7.7054,7.7506,7.7509,9.09e+14,1.04e+15,37683200
4650,7.6038,7.7336,7.7339,9.19e+14,1.05e+15,38092800
4700,7.6155,7.7353,7.7357,9.29e+14,1.06e+15,38502400
4750,7.6213,7.7309,7.7314,9.39e+14,1.07e+15,38912000
4800,7.6454,7.7350,7.7357,9.48e+14,1.08e+15,39321600
4850,7.6875,7.7304,7.7313,9.58e+14,1.09e+15,39731200
4900,7.5573,7.7478,7.7477,9.68e+14,1.11e+15,40140800
4950,7.6197,7.7274,7.7279,9.78e+14,1.12e+15,40550400
5000,7.6044,7.7373,7.7376,9.88e+14,1.13e+15,40960000
5050,7.6629,7.7373,7.7382,9.98e+14,1.14e+15,41369600
5100,7.6875,7.7269,7.7283,1.01e+15,1.15e+15,41779200
5150,7.6788,7.7302,7.7313,1.02e+15,1.16e+15,42188800
5200,7.6306,7.7434,7.7397,1.03e+15,1.17e+15,42598400
5250,7.4872,7.7371,7.7363,1.04e+15,1.18e+15,43008000
5300,7.7256,7.7287,7.7308,1.05e+15,1.20e+15,43417600
5350,7.6896,7.7242,7.7260,1.06e+15,1.21e+15,43827200
5400,7.7710,7.7334,7.7396,1.07e+15,1.22e+15,44236800
5450,7.6284,7.7296,7.7267,1.08e+15,1.23e+15,44646400
5500,7.6523,7.7251,7.7270,1.09e+15,1.24e+15,45056000
5550,7.7450,7.7263,7.7294,1.10e+15,1.25e+15,45465600
5600,7.6340,7.7320,7.7328,1.11e+15,1.26e+15,45875200
5650,7.5408,7.7281,7.7269,1.12e+15,1.27e+15,46284800
5700,7.6911,7.7239,7.7288,1.13e+15,1.29e+15,46694400
5750,7.7012,7.7268,7.7289,1.14e+15,1.30e+15,47104000
5800,7.6383,7.7363,7.7352,1.15e+15,1.31e+15,47513600
5850,7.6848,7.7461,7.7469,1.16e+15,1.32e+15,47923200
5900,7.5939,7.7222,7.7212,1.17e+15,1.33e+15,48332800
5950,7.6251,7.7315,7.7314,1.18e+15,1.34e+15,48742400
6000,7.6636,7.7200,7.7208,1.19e+15,1.35e+15,49152000
6050,7.7621,7.7248,7.7264,1.20e+15,1.36e+15,49561600
6100,7.5396,7.7416,7.7415,1.21e+15,1.38e+15,49971200
6150,7.6807,7.7178,7.7202,1.22e+15,1.39e+15,50380800
6200,7.6414,7.7233,7.7224,1.23e+15,1.40e+15,50790400
6250,7.6710,7.7229,7.7209,1.23e+15,1.41e+15,51200000
6300,7.6207,7.7252,7.7250,1.24e+15,1.42e+15,51609600
6350,7.6382,7.7242,7.7242,1.25e+15,1.43e+15,52019200
6400,7.6086,7.7370,7.7376,1.26e+15,1.44e+15,52428800
6450,7.7018,7.7541,7.7569,1.27e+15,1.45e+15,52838400
6500,7.6060,7.7220,7.7226,1.28e+15,1.47e+15,53248000
6550,7.5696,7.7198,7.7195,1.29e+15,1.48e+15,53657600
6600,7.5112,7.7252,7.7238,1.30e+15,1.49e+15,54067200
6650,7.5094,7.7267,7.7231,1.31e+15,1.50e+15,54476800
6700,7.7164,7.7198,7.7203,1.32e+15,1.51e+15,54886400
6750,7.5229,7.7414,7.7410,1.33e+15,1.52e+15,55296000
6800,7.6674,7.7186,7.7189,1.34e+15,1.53e+15,55705600
6850,7.5545,7.7194,7.7196,1.35e+15,1.55e+15,56115200
6900,7.6718,7.7339,7.7336,1.36e+15,1.56e+15,56524800
6950,7.6349,7.7253,7.7255,1.37e+15,1.57e+15,56934400
7000,7.5602,7.7277,7.7235,1.38e+15,1.58e+15,57344000
7050,7.6706,7.7185,7.7188,1.39e+15,1.59e+15,57753600
7100,7.6282,7.7187,7.7191,1.40e+15,1.60e+15,58163200
7150,7.6055,7.7247,7.7253,1.41e+15,1.61e+15,58572800
7200,7.5625,7.7198,7.7169,1.42e+15,1.62e+15,58982400
7250,7.6440,7.7159,7.7190,1.43e+15,1.64e+15,59392000
7300,7.6433,7.7160,7.7163,1.44e+15,1.65e+15,59801600
7350,7.6034,7.7148,7.7151,1.45e+15,1.66e+15,60211200
7400,7.5493,7.7214,7.7216,1.46e+15,1.67e+15,60620800
7450,7.5325,7.7369,7.7357,1.47e+15,1.68e+15,61030400
7500,7.6269,7.7166,7.7168,1.48e+15,1.69e+15,61440000
7550,7.6225,7.7175,7.7193,1.49e+15,1.70e+15,61849600
7600,7.6111,7.7182,7.7180,1.50e+15,1.71e+15,62259200
7650,7.7761,7.7157,7.7199,1.51e+15,1.73e+15,62668800
7700,7.4956,7.7207,7.7171,1.52e+15,1.74e+15,63078400
7750,7.5778,7.7193,7.7193,1.53e+15,1.75e+15,63488000
7800,7.6499,7.7227,7.7228,1.54e+15,1.76e+15,63897600
7850,7.6261,7.7133,7.7136,1.55e+15,1.77e+15,64307200
7900,7.6405,7.7121,7.7122,1.56e+15,1.78e+15,64716800
7950,7.7587,7.7125,7.7141,1.57e+15,1.79e+15,65126400
8000,7.7076,7.7142,7.7163,1.58e+15,1.80e+15,65536000
8050,7.6085,7.7155,7.7155,1.59e+15,1.82e+15,65945600
8100,7.6211,7.7129,7.7132,1.60e+15,1.83e+15,66355200
8150,7.7552,7.7106,7.7129,1.61e+15,1.84e+15,66764800
8200,7.6369,7.7161,7.7159,1.62e+15,1.85e+15,67174400
8250,7.5710,7.7140,7.7131,1.63e+15,1.86e+15,67584000
8300,7.5430,7.7232,7.7201,1.64e+15,1.87e+15,67993600
8350,7.6292,7.7102,7.7098,1.65e+15,1.88e+15,68403200
8400,7.6578,7.7105,7.7104,1.66e+15,1.89e+15,68812800
8450,7.5590,7.7248,7.7245,1.67e+15,1.91e+15,69222400
8500,7.6750,7.7125,7.7130,1.68e+15,1.92e+15,69632000
8550,7.7336,7.7102,7.7110,1.69e+15,1.93e+15,70041600
8600,7.6942,7.7093,7.7097,1.70e+15,1.94e+15,70451200
8650,7.6462,7.7100,7.7102,1.71e+15,1.95e+15,70860800
8700,7.6161,7.7126,7.7124,1.72e+15,1.96e+15,71270400
8750,7.6643,7.7068,7.7070,1.73e+15,1.97e+15,71680000
8800,7.6270,7.7091,7.7089,1.74e+15,1.99e+15,72089600
8850,7.6725,7.7116,7.7115,1.75e+15,2.00e+15,72499200
8900,7.6540,7.7093,7.7095,1.76e+15,2.01e+15,72908800
8950,7.7773,7.7082,7.7088,1.77e+15,2.02e+15,73318400
9000,7.7344,7.7077,7.7083,1.78e+15,2.03e+15,73728000
9050,7.5784,7.7082,7.7081,1.79e+15,2.04e+15,74137600
9100,7.7328,7.7081,7.7085,1.80e+15,2.05e+15,74547200
9150,7.6351,7.7092,7.7093,1.81e+15,2.06e+15,74956800
9200,7.7854,7.7078,7.7084,1.82e+15,2.08e+15,75366400
9250,7.6578,7.7095,7.7097,1.83e+15,2.09e+15,75776000
9300,7.5196,7.7166,7.7163,1.84e+15,2.10e+15,76185600
9350,7.6620,7.7084,7.7086,1.85e+15,2.11e+15,76595200
9400,7.6574,7.7081,7.7084,1.86e+15,2.12e+15,77004800
9450,7.5419,7.7077,7.7077,1.87e+15,2.13e+15,77414400
9500,7.6770,7.7046,7.7049,1.88e+15,2.14e+15,77824000
9550,7.6648,7.7037,7.7040,1.89e+15,2.15e+15,78233600
9600,7.5206,7.7064,7.7065,1.90e+15,2.17e+15,78643200
9650,7.5607,7.7077,7.7077,1.91e+15,2.18e+15,79052800
9700,7.6284,7.7053,7.7054,1.92e+15,2.19e+15,79462400
9750,7.5538,7.7064,7.7065,1.93e+15,2.20e+15,79872000
9800,7.6438,7.7074,7.7076,1.94e+15,2.21e+15,80281600
9850,7.7626,7.7029,7.7033,1.95e+15,2.22e+15,80691200
9900,7.7464,7.7043,7.7046,1.96e+15,2.23e+15,81100800
9950,7.6610,7.7219,7.7220,1.97e+15,2.24e+15,81510400
10000,7.6526,7.7069,7.7071,1.98e+15,2.26e+15,81920000
10050,7.4831,7.7066,7.7067,1.99e+15,2.27e+15,82329600
10100,7.5717,7.7056,7.7058,2.00e+15,2.28e+15,82739200
10150,7.5860,7.7069,7.7069,2.01e+15,2.29e+15,83148800
10200,7.6466,7.7042,7.7043,2.02e+15,2.30e+15,83558400
10250,7.6206,7.7060,7.7060,2.03e+15,2.31e+15,83968000
10300,7.5278,7.7046,7.7046,2.04e+15,2.32e+15,84377600
10350,7.5288,7.7048,7.7048,2.05e+15,2.33e+15,84787200
10400,7.6065,7.7052,7.7053,2.06e+15,2.35e+15,85196800
10450,7.6918,7.7029,7.7032,2.06e+15,2.36e+15,85606400
10500,7.6360,7.7037,7.7038,2.07e+15,2.37e+15,86016000
10550,7.6904,7.7056,7.7053,2.08e+15,2.38e+15,86425600
10600,7.6405,7.7043,7.7047,2.09e+15,2.39e+15,86835200
10650,7.6480,7.7028,7.7032,2.10e+15,2.40e+15,87244800
10700,7.6057,7.7033,7.7040,2.11e+15,2.41e+15,87654400
10750,7.6667,7.7031,7.7036,2.12e+15,2.42e+15,88064000
10800,7.5939,7.7044,7.7048,2.13e+15,2.44e+15,88473600
10850,7.7138,7.7041,7.7042,2.14e+15,2.45e+15,88883200
10900,7.5907,7.7050,7.7050,2.15e+15,2.46e+15,89292800
10950,7.6645,7.7060,7.7060,2.16e+15,2.47e+15,89702400
11000,7.6253,7.7036,7.7036,2.17e+15,2.48e+15,90112000
11050,7.6459,7.7031,7.7033,2.18e+15,2.49e+15,90521600
11100,7.7532,7.7061,7.7064,2.19e+15,2.50e+15,90931200
11150,7.6541,7.7036,7.7039,2.20e+15,2.52e+15,91340800
