step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
2050,6.7869,6.6164,6.6416,1.62e+14,1.71e+14,16793600
2100,6.5800,6.5973,6.6243,1.66e+14,1.75e+14,17203200
2150,6.5657,6.6065,6.6337,1.70e+14,1.79e+14,17612800
2200,6.4892,6.5734,6.5930,1.74e+14,1.83e+14,18022400
2250,6.5931,6.5636,6.5835,1.78e+14,1.87e+14,18432000
2300,6.6093,6.5544,6.5719,1.82e+14,1.91e+14,18841600
2350,6.4430,6.5438,6.5596,1.86e+14,1.95e+14,19251200
2400,6.7199,6.5370,6.5621,1.90e+14,2.00e+14,19660800
2450,6.6031,6.5239,6.5420,1.94e+14,2.04e+14,20070400
2500,6.5921,6.5398,6.5646,1.98e+14,2.08e+14,20480000
2550,6.4633,6.5178,6.5423,2.01e+14,2.12e+14,20889600
2600,6.4171,6.4988,6.5208,2.05e+14,2.16e+14,21299200
2650,6.4434,6.5133,6.5286,2.09e+14,2.20e+14,21708800
2700,6.5886,6.4965,6.5198,2.13e+14,2.25e+14,22118400
2750,6.4585,6.4912,6.5090,2.17e+14,2.29e+14,22528000
2800,6.5587,6.4839,6.5064,2.21e+14,2.33e+14,22937600
2850,6.3938,6.4793,6.4973,2.25e+14,2.37e+14,23347200
2900,6.4196,6.4716,6.4938,2.29e+14,2.41e+14,23756800
2950,6.5897,6.4633,6.4832,2.33e+14,2.45e+14,24166400
3000,6.4763,6.4585,6.4794,2.37e+14,2.50e+14,24576000
3050,6.4496,6.4617,6.4804,2.41e+14,2.54e+14,24985600
3100,6.5208,6.4562,6.4743,2.45e+14,2.58e+14,25395200
3150,6.6030,6.4479,6.4691,2.49e+14,2.62e+14,25804800
3200,6.4425,6.4453,6.4623,2.53e+14,2.66e+14,26214400
3250,6.3947,6.4415,6.4606,2.57e+14,2.70e+14,26624000
3300,6.6269,6.4413,6.4607,2.61e+14,2.74e+14,27033600
3350,6.5025,6.4353,6.4541,2.65e+14,2.79e+14,27443200
3400,6.3160,6.4241,6.4433,2.69e+14,2.83e+14,27852800
3450,6.4737,6.4211,6.4381,2.73e+14,2.87e+14,28262400
3500,6.3314,6.4187,6.4359,2.77e+14,2.91e+14,28672000
3550,6.5298,6.4158,6.4325,2.81e+14,2.95e+14,29081600
3600,6.5087,6.4124,6.4298,2.84e+14,2.99e+14,29491200
3650,6.3995,6.4119,6.4287,2.88e+14,3.04e+14,29900800
3700,6.3880,6.4075,6.4242,2.92e+14,3.08e+14,30310400
3750,6.3576,6.4050,6.4211,2.96e+14,3.12e+14,30720000
3800,6.4091,6.4023,6.4192,3.00e+14,3.16e+14,31129600
3850,6.4267,6.4006,6.4168,3.04e+14,3.20e+14,31539200
3900,6.4228,6.3967,6.4134,3.08e+14,3.24e+14,31948800
3950,6.4583,6.3968,6.4141,3.12e+14,3.29e+14,32358400
4000,6.4727,6.3983,6.4155,3.16e+14,3.33e+14,32768000
4050,6.3433,6.3926,6.4093,3.20e+14,3.37e+14,33177600
4100,6.4384,6.3923,6.4105,3.24e+14,3.41e+14,33587200
