step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
1700,6.1387,6.3346,6.3646,1.07e+15,1.17e+15,13926400
1750,6.1945,6.3150,6.3396,1.11e+15,1.20e+15,14336000
1800,6.1758,6.2552,6.2921,1.14e+15,1.24e+15,14745600
1850,6.0956,6.2333,6.2708,1.17e+15,1.27e+15,15155200
1900,6.0685,6.2405,6.2735,1.20e+15,1.30e+15,15564800
1950,6.0108,6.2306,6.2644,1.23e+15,1.34e+15,15974400
2000,6.1380,6.1838,6.2125,1.26e+15,1.37e+15,16384000
2050,5.7695,6.1661,6.1945,1.30e+15,1.41e+15,16793600
2100,5.8917,6.1251,6.1577,1.33e+15,1.44e+15,17203200
2150,5.8969,6.0999,6.1373,1.36e+15,1.48e+15,17612800
2200,5.9236,6.0897,6.1266,1.39e+15,1.51e+15,18022400
2250,5.8377,6.0575,6.0906,1.42e+15,1.54e+15,18432000
2300,5.9067,6.0491,6.0768,1.45e+15,1.58e+15,18841600
2350,5.9808,6.0468,6.0720,1.49e+15,1.61e+15,19251200
2400,5.7210,6.0505,6.0722,1.52e+15,1.65e+15,19660800
2450,5.9176,6.0192,6.0521,1.55e+15,1.68e+15,20070400
2500,5.8576,5.9658,6.0010,1.58e+15,1.72e+15,20480000
2550,5.7106,5.9687,6.0037,1.61e+15,1.75e+15,20889600
2600,5.6209,5.9694,5.9893,1.64e+15,1.79e+15,21299200
2650,5.6407,5.9438,5.9723,1.68e+15,1.82e+15,21708800
2700,5.6385,5.9177,5.9475,1.71e+15,1.85e+15,22118400
2750,5.7511,5.9187,5.9520,1.74e+15,1.89e+15,22528000
2800,5.7427,5.9310,5.9626,1.77e+15,1.92e+15,22937600
2850,5.7672,5.8903,5.9203,1.80e+15,1.96e+15,23347200
2900,5.7415,5.8971,5.9280,1.83e+15,1.99e+15,23756800
2950,5.6086,5.9089,5.9399,1.86e+15,2.03e+15,24166400
3000,5.5750,5.8530,5.8815,1.90e+15,2.06e+15,24576000
3050,5.7668,5.8454,5.8758,1.93e+15,2.09e+15,24985600
3100,5.6234,5.8245,5.8543,1.96e+15,2.13e+15,25395200
3150,5.7005,5.8522,5.8863,1.99e+15,2.16e+15,25804800
3200,5.5726,5.8239,5.8587,2.02e+15,2.20e+15,26214400
3250,5.5389,5.8021,5.8376,2.05e+15,2.23e+15,26624000
3300,5.6029,5.7924,5.8257,2.09e+15,2.27e+15,27033600
3350,5.6311,5.8107,5.8423,2.12e+15,2.30e+15,27443200
3400,5.6529,5.7686,5.8030,2.15e+15,2.33e+15,27852800
3450,5.5788,5.7763,5.8068,2.18e+15,2.37e+15,28262400
3500,5.5402,5.7758,5.8088,2.21e+15,2.40e+15,28672000
3550,5.5738,5.7552,5.7875,2.24e+15,2.44e+15,29081600
3600,5.5152,5.7670,5.7975,2.28e+15,2.47e+15,29491200
3650,5.4587,5.7687,5.7973,2.31e+15,2.51e+15,29900800
3700,5.5023,5.7476,5.7835,2.34e+15,2.54e+15,30310400
3750,5.4527,5.7415,5.7725,2.37e+15,2.57e+15,30720000
3800,5.4688,5.7428,5.7747,2.40e+15,2.61e+15,31129600
3850,5.4189,5.7293,5.7652,2.43e+15,2.64e+15,31539200
3900,5.5087,5.7111,5.7461,2.47e+15,2.68e+15,31948800
3950,5.5167,5.6993,5.7331,2.50e+15,2.71e+15,32358400
4000,5.4701,5.7000,5.7360,2.53e+15,2.75e+15,32768000
4050,5.5586,5.6836,5.7230,2.56e+15,2.78e+15,33177600
4100,5.5617,5.7058,5.7372,2.59e+15,2.82e+15,33587200
4150,5.5035,5.6741,5.7122,2.62e+15,2.85e+15,33996800
4200,5.4391,5.6597,5.6977,2.66e+15,2.88e+15,34406400
4250,5.4747,5.6736,5.7083,2.69e+15,2.92e+15,34816000
4300,5.4381,5.6673,5.7057,2.72e+15,2.95e+15,35225600
4350,5.4681,5.6708,5.7128,2.75e+15,2.99e+15,35635200
4400,5.3223,5.6624,5.7030,2.78e+15,3.02e+15,36044800
4450,5.4930,5.6438,5.6842,2.81e+15,3.06e+15,36454400
4500,5.3599,5.6455,5.6809,2.85e+15,3.09e+15,36864000
4550,5.2310,5.6526,5.6923,2.88e+15,3.12e+15,37273600
4600,5.5110,5.6660,5.7016,2.91e+15,3.16e+15,37683200
4650,5.2917,5.6321,5.6731,2.94e+15,3.19e+15,38092800
4700,5.4097,5.6417,5.6797,2.97e+15,3.23e+15,38502400
4750,5.5385,5.6308,5.6740,3.00e+15,3.26e+15,38912000
4800,5.3996,5.6188,5.6602,3.03e+15,3.30e+15,39321600
4850,5.3656,5.6029,5.6477,3.07e+15,3.33e+15,39731200
4900,5.4954,5.6135,5.6546,3.10e+15,3.36e+15,40140800
4950,5.5502,5.6063,5.6506,3.13e+15,3.40e+15,40550400
5000,5.4179,5.5911,5.6348,3.16e+15,3.43e+15,40960000
5050,5.5227,5.5993,5.6444,3.19e+15,3.47e+15,41369600
5100,5.4007,5.5924,5.6361,3.22e+15,3.50e+15,41779200
5150,5.5329,5.5909,5.6341,3.26e+15,3.54e+15,42188800
5200,5.2943,5.5870,5.6305,3.29e+15,3.57e+15,42598400
5250,5.5100,5.5687,5.6142,3.32e+15,3.60e+15,43008000
5300,5.2604,5.5818,5.6261,3.35e+15,3.64e+15,43417600
5350,5.4304,5.5805,5.6242,3.38e+15,3.67e+15,43827200
5400,5.2893,5.5661,5.6082,3.41e+15,3.71e+15,44236800
5450,5.4339,5.5857,5.6305,3.45e+15,3.74e+15,44646400
5500,5.3299,5.5623,5.6080,3.48e+15,3.78e+15,45056000
5550,5.3732,5.5828,5.6304,3.51e+15,3.81e+15,45465600
5600,5.3648,5.5670,5.6147,3.54e+15,3.84e+15,45875200
5650,5.3127,5.5666,5.6103,3.57e+15,3.88e+15,46284800
5700,5.3910,5.5588,5.6028,3.60e+15,3.91e+15,46694400
5750,5.4399,5.5550,5.6040,3.64e+15,3.95e+15,47104000
5800,5.3921,5.5489,5.6024,3.67e+15,3.98e+15,47513600
5850,5.2982,5.5340,5.5894,3.70e+15,4.02e+15,47923200
5900,5.3443,5.5442,5.5966,3.73e+15,4.05e+15,48332800
5950,5.4941,5.5455,5.5954,3.76e+15,4.09e+15,48742400
6000,5.3950,5.5517,5.5995,3.79e+15,4.12e+15,49152000
6050,5.2736,5.5353,5.5889,3.83e+15,4.15e+15,49561600
6100,5.3350,5.5611,5.6104,3.86e+15,4.19e+15,49971200
6150,5.3664,5.5338,5.5868,3.89e+15,4.22e+15,50380800
6200,5.2253,5.5359,5.5847,3.92e+15,4.26e+15,50790400
6250,5.4171,5.5239,5.5724,3.95e+15,4.29e+15,51200000
6300,5.3059,5.5085,5.5581,3.98e+15,4.33e+15,51609600
6350,5.2970,5.5366,5.5857,4.02e+15,4.36e+15,52019200
6400,5.4762,5.5214,5.5704,4.05e+15,4.39e+15,52428800
6450,5.3201,5.5150,5.5591,4.08e+15,4.43e+15,52838400
6500,5.3037,5.5141,5.5622,4.11e+15,4.46e+15,53248000
6550,5.4272,5.5157,5.5662,4.14e+15,4.50e+15,53657600
6600,5.5179,5.5234,5.5733,4.17e+15,4.53e+15,54067200
6650,5.3617,5.4964,5.5464,4.20e+15,4.57e+15,54476800
6700,5.4952,5.4933,5.5449,4.24e+15,4.60e+15,54886400
6750,5.1144,5.5145,5.5632,4.27e+15,4.63e+15,55296000
6800,5.3245,5.4926,5.5432,4.30e+15,4.67e+15,55705600
6850,5.1760,5.4889,5.5333,4.33e+15,4.70e+15,56115200
6900,5.1394,5.4994,5.5473,4.36e+15,4.74e+15,56524800
6950,5.3128,5.4835,5.5324,4.39e+15,4.77e+15,56934400
7000,5.2334,5.4953,5.5413,4.43e+15,4.81e+15,57344000
7050,5.2518,5.4988,5.5497,4.46e+15,4.84e+15,57753600
7100,5.2765,5.4915,5.5388,4.49e+15,4.87e+15,58163200
7150,5.3457,5.5045,5.5557,4.52e+15,4.91e+15,58572800
7200,5.2765,5.5027,5.5491,4.55e+15,4.94e+15,58982400
7250,5.3583,5.4858,5.5375,4.58e+15,4.98e+15,59392000
7300,5.3436,5.4950,5.5447,4.62e+15,5.01e+15,59801600
7350,5.2772,5.4810,5.5291,4.65e+15,5.05e+15,60211200
7400,5.3494,5.4734,5.5272,4.68e+15,5.08e+15,60620800
7450,5.2850,5.4710,5.5203,4.71e+15,5.12e+15,61030400
7500,5.4043,5.4654,5.5161,4.74e+15,5.15e+15,61440000
7550,5.3379,5.4902,5.5384,4.77e+15,5.18e+15,61849600
7600,5.2543,5.4852,5.5370,4.81e+15,5.22e+15,62259200
7650,5.3534,5.4789,5.5306,4.84e+15,5.25e+15,62668800
7700,5.3588,5.4855,5.5354,4.87e+15,5.29e+15,63078400
7750,5.3297,5.4562,5.5122,4.90e+15,5.32e+15,63488000
7800,5.3011,5.4670,5.5210,4.93e+15,5.36e+15,63897600
7850,5.2093,5.4628,5.5218,4.96e+15,5.39e+15,64307200
7900,5.2598,5.4634,5.5202,5.00e+15,5.42e+15,64716800
7950,5.2613,5.4706,5.5250,5.03e+15,5.46e+15,65126400
8000,5.3089,5.4614,5.5139,5.06e+15,5.49e+15,65536000
8050,5.3004,5.4598,5.5116,5.09e+15,5.53e+15,65945600
8100,5.3016,5.4670,5.5226,5.12e+15,5.56e+15,66355200
8150,5.3470,5.4707,5.5243,5.15e+15,5.60e+15,66764800
8200,5.3410,5.4562,5.5145,5.18e+15,5.63e+15,67174400
8250,5.2290,5.4747,5.5387,5.22e+15,5.66e+15,67584000
8300,5.2197,5.5014,5.5493,5.25e+15,5.70e+15,67993600
8350,5.2528,5.4529,5.5048,5.28e+15,5.73e+15,68403200
8400,5.2846,5.4487,5.5042,5.31e+15,5.77e+15,68812800
8450,5.2738,5.4479,5.5003,5.34e+15,5.80e+15,69222400
8500,5.2442,5.4486,5.5004,5.37e+15,5.84e+15,69632000
8550,5.1368,5.4546,5.5126,5.41e+15,5.87e+15,70041600
8600,5.2385,5.4462,5.4996,5.44e+15,5.90e+15,70451200
8650,5.3438,5.4588,5.5070,5.47e+15,5.94e+15,70860800
8700,5.1235,5.4348,5.4928,5.50e+15,5.97e+15,71270400
8750,5.2810,5.4624,5.5148,5.53e+15,6.01e+15,71680000
8800,5.4568,5.4315,5.4852,5.56e+15,6.04e+15,72089600
8850,5.1833,5.4340,5.4906,5.60e+15,6.08e+15,72499200
8900,5.2150,5.4589,5.5139,5.63e+15,6.11e+15,72908800
8950,5.4247,5.4396,5.4971,5.66e+15,6.14e+15,73318400
9000,5.3475,5.4293,5.4906,5.69e+15,6.18e+15,73728000
9050,5.3034,5.4425,5.4966,5.72e+15,6.21e+15,74137600
9100,5.1971,5.4390,5.4930,5.75e+15,6.25e+15,74547200
9150,5.2534,5.4426,5.4938,5.79e+15,6.28e+15,74956800
9200,5.1998,5.4354,5.4878,5.82e+15,6.32e+15,75366400
9250,5.1847,5.4223,5.4747,5.85e+15,6.35e+15,75776000
9300,5.2606,5.4307,5.4899,5.88e+15,6.39e+15,76185600
9350,5.3391,5.4689,5.5171,5.91e+15,6.42e+15,76595200
9400,5.2399,5.4358,5.4951,5.94e+15,6.45e+15,77004800
9450,5.2066,5.4242,5.4852,5.98e+15,6.49e+15,77414400
9500,5.3077,5.4166,5.4738,6.01e+15,6.52e+15,77824000
9550,5.1577,5.4260,5.4855,6.04e+15,6.56e+15,78233600
9600,5.3238,5.4145,5.4728,6.07e+15,6.59e+15,78643200
9650,5.3006,5.4245,5.4790,6.10e+15,6.63e+15,79052800
9700,5.2817,5.4279,5.4878,6.13e+15,6.66e+15,79462400
9750,5.1218,5.4307,5.4841,6.17e+15,6.69e+15,79872000
9800,5.2556,5.4039,5.4647,6.20e+15,6.73e+15,80281600
9850,5.4044,5.4385,5.4926,6.23e+15,6.76e+15,80691200
9900,5.1824,5.4083,5.4692,6.26e+15,6.80e+15,81100800
9950,5.2132,5.4066,5.4684,6.29e+15,6.83e+15,81510400
10000,5.1871,5.4106,5.4678,6.32e+15,6.87e+15,81920000
10050,5.2749,5.4124,5.4719,6.35e+15,6.90e+15,82329600
10100,5.2486,5.4341,5.4945,6.39e+15,6.93e+15,82739200
10150,5.4014,5.4241,5.4827,6.42e+15,6.97e+15,83148800
10200,5.2096,5.4026,5.4634,6.45e+15,7.00e+15,83558400
10250,5.3701,5.4139,5.4711,6.48e+15,7.04e+15,83968000
10300,5.3448,5.4197,5.4773,6.51e+15,7.07e+15,84377600
10350,5.1777,5.4111,5.4682,6.54e+15,7.11e+15,84787200
10400,5.1472,5.4048,5.4612,6.58e+15,7.14e+15,85196800
10450,5.1234,5.4054,5.4602,6.61e+15,7.17e+15,85606400
10500,5.3483,5.4126,5.4625,6.64e+15,7.21e+15,86016000
10550,5.2481,5.3902,5.4492,6.67e+15,7.24e+15,86425600
10600,5.3040,5.3887,5.4518,6.70e+15,7.28e+15,86835200
10650,5.1243,5.3894,5.4489,6.73e+15,7.31e+15,87244800
10700,5.3547,5.4104,5.4657,6.77e+15,7.35e+15,87654400
10750,5.2539,5.3953,5.4530,6.80e+15,7.38e+15,88064000
10800,5.1114,5.4090,5.4754,6.83e+15,7.42e+15,88473600
10850,5.0945,5.4115,5.4750,6.86e+15,7.45e+15,88883200
10900,5.1344,5.3960,5.4588,6.89e+15,7.48e+15,89292800
10950,5.2377,5.3860,5.4502,6.92e+15,7.52e+15,89702400
11000,5.2665,5.4054,5.4613,6.96e+15,7.55e+15,90112000
11050,5.1700,5.3922,5.4510,6.99e+15,7.59e+15,90521600
11100,5.0622,5.4133,5.4682,7.02e+15,7.62e+15,90931200
11150,5.2471,5.3974,5.4532,7.05e+15,7.66e+15,91340800
11200,5.3700,5.4222,5.4767,7.08e+15,7.69e+15,91750400
11250,5.1655,5.4087,5.4642,7.11e+15,7.72e+15,92160000
11300,5.1662,5.4123,5.4681,7.15e+15,7.76e+15,92569600
11350,5.3654,5.3929,5.4473,7.18e+15,7.79e+15,92979200
11400,5.0856,5.4115,5.4674,7.21e+15,7.83e+15,93388800
11450,5.1459,5.3994,5.4612,7.24e+15,7.86e+15,93798400
11500,5.2183,5.4036,5.4590,7.27e+15,7.90e+15,94208000
11550,5.2285,5.3969,5.4492,7.30e+15,7.93e+15,94617600
11600,5.0216,5.3978,5.4550,7.34e+15,7.96e+15,95027200
11650,5.4309,5.3854,5.4451,7.37e+15,8.00e+15,95436800
11700,5.1724,5.3889,5.4461,7.40e+15,8.03e+15,95846400
11750,5.2253,5.3963,5.4536,7.43e+15,8.07e+15,96256000
11800,5.2706,5.3854,5.4398,7.46e+15,8.10e+15,96665600
11850,5.2364,5.3829,5.4383,7.49e+15,8.14e+15,97075200
11900,5.2897,5.3968,5.4525,7.52e+15,8.17e+15,97484800
11950,5.1256,5.3742,5.4300,7.56e+15,8.20e+15,97894400
12000,5.2140,5.3978,5.4467,7.59e+15,8.24e+15,98304000
12050,5.2407,5.3731,5.4304,7.62e+15,8.27e+15,98713600
12100,5.3418,5.3900,5.4472,7.65e+15,8.31e+15,99123200
12150,5.2680,5.3725,5.4292,7.68e+15,8.34e+15,99532800
12200,5.1954,5.3697,5.4271,7.71e+15,8.38e+15,99942400
12250,5.2176,5.3948,5.4410,7.75e+15,8.41e+15,100352000
12300,5.2102,5.3807,5.4376,7.78e+15,8.45e+15,100761600
12350,5.2310,5.3622,5.4193,7.81e+15,8.48e+15,101171200
12400,5.1312,5.3746,5.4322,7.84e+15,8.51e+15,101580800
12450,5.1760,5.3829,5.4399,7.87e+15,8.55e+15,101990400
12500,5.3929,5.3915,5.4484,7.90e+15,8.58e+15,102400000
12550,5.2758,5.3769,5.4315,7.94e+15,8.62e+15,102809600
12600,5.1499,5.3785,5.4353,7.97e+15,8.65e+15,103219200
12650,5.2030,5.3667,5.4249,8.00e+15,8.69e+15,103628800
12700,5.3245,5.3695,5.4245,8.03e+15,8.72e+15,104038400
12750,5.1506,5.3826,5.4408,8.06e+15,8.75e+15,104448000
12800,5.3908,5.3645,5.4207,8.09e+15,8.79e+15,104857600
12850,5.2519,5.3561,5.4163,8.13e+15,8.82e+15,105267200
12900,5.0428,5.3708,5.4272,8.16e+15,8.86e+15,105676800
12950,5.1018,5.3611,5.4190,8.19e+15,8.89e+15,106086400
13000,5.1933,5.3581,5.4140,8.22e+15,8.93e+15,106496000
13050,5.2343,5.3529,5.4064,8.25e+15,8.96e+15,106905600
13100,5.3321,5.3616,5.4199,8.28e+15,8.99e+15,107315200
13150,5.2390,5.3745,5.4358,8.32e+15,9.03e+15,107724800
13200,5.2202,5.3756,5.4312,8.35e+15,9.06e+15,108134400
13250,5.4194,5.3612,5.4191,8.38e+15,9.10e+15,108544000
13300,5.1565,5.3627,5.4231,8.41e+15,9.13e+15,108953600
13350,5.3892,5.3963,5.4489,8.44e+15,9.17e+15,109363200
13400,5.2548,5.3645,5.4198,8.47e+15,9.20e+15,109772800
13450,5.2463,5.3589,5.4174,8.51e+15,9.23e+15,110182400
13500,5.1952,5.3553,5.4134,8.54e+15,9.27e+15,110592000
13550,5.3360,5.3590,5.4152,8.57e+15,9.30e+15,111001600
13600,5.1493,5.3673,5.4233,8.60e+15,9.34e+15,111411200
13650,5.2553,5.3869,5.4383,8.63e+15,9.37e+15,111820800
13700,5.1641,5.3654,5.4194,8.66e+15,9.41e+15,112230400
13750,5.0998,5.3721,5.4255,8.69e+15,9.44e+15,112640000
13800,5.2546,5.3467,5.4028,8.73e+15,9.47e+15,113049600
13850,5.1699,5.3587,5.4118,8.76e+15,9.51e+15,113459200
13900,5.1461,5.3533,5.4115,8.79e+15,9.54e+15,113868800
13950,5.2333,5.3517,5.4092,8.82e+15,9.58e+15,114278400
14000,5.0890,5.3745,5.4296,8.85e+15,9.61e+15,114688000
14050,5.0700,5.3524,5.4113,8.88e+15,9.65e+15,115097600
14100,5.0953,5.3603,5.4151,8.92e+15,9.68e+15,115507200
14150,5.1604,5.3508,5.4070,8.95e+15,9.72e+15,115916800
14200,5.2398,5.3646,5.4217,8.98e+15,9.75e+15,116326400
14250,5.2014,5.3542,5.4119,9.01e+15,9.78e+15,116736000
14300,5.2816,5.3518,5.4064,9.04e+15,9.82e+15,117145600
14350,5.2057,5.3422,5.3995,9.07e+15,9.85e+15,117555200
14400,5.2404,5.3578,5.4148,9.11e+15,9.89e+15,117964800
14450,5.1773,5.3340,5.3896,9.14e+15,9.92e+15,118374400
14500,5.1686,5.3437,5.4005,9.17e+15,9.96e+15,118784000
14550,5.1727,5.3500,5.4067,9.20e+15,9.99e+15,119193600
14600,5.2198,5.3349,5.3904,9.23e+15,1.00e+16,119603200
14650,5.1196,5.3328,5.3909,9.26e+15,1.01e+16,120012800
14700,5.3095,5.3551,5.4088,9.30e+15,1.01e+16,120422400
14750,5.2585,5.3383,5.3927,9.33e+15,1.01e+16,120832000
14800,5.3141,5.3524,5.4082,9.36e+15,1.02e+16,121241600
14850,5.3065,5.3327,5.3882,9.39e+15,1.02e+16,121651200
14900,5.2280,5.3335,5.3916,9.42e+15,1.02e+16,122060800
14950,5.2006,5.3308,5.3871,9.45e+15,1.03e+16,122470400
15000,5.1806,5.3390,5.3945,9.49e+15,1.03e+16,122880000
15050,5.2293,5.3243,5.3845,9.52e+15,1.03e+16,123289600
15100,5.1307,5.3482,5.4054,9.55e+15,1.04e+16,123699200
15150,5.1923,5.3347,5.3929,9.58e+15,1.04e+16,124108800
15200,5.2530,5.3492,5.4037,9.61e+15,1.04e+16,124518400
15250,5.0740,5.3577,5.4142,9.64e+15,1.05e+16,124928000
15300,5.3153,5.3312,5.3972,9.67e+15,1.05e+16,125337600
15350,5.1591,5.3604,5.4212,9.71e+15,1.05e+16,125747200
15400,5.1063,5.3465,5.4019,9.74e+15,1.06e+16,126156800
15450,5.1267,5.3261,5.3868,9.77e+15,1.06e+16,126566400
15500,5.1323,5.3350,5.3961,9.80e+15,1.06e+16,126976000
15550,5.1096,5.3395,5.3992,9.83e+15,1.07e+16,127385600
15600,5.1385,5.3359,5.3949,9.86e+15,1.07e+16,127795200
15650,5.0402,5.3450,5.4005,9.90e+15,1.07e+16,128204800
15700,5.2968,5.3441,5.3984,9.93e+15,1.08e+16,128614400
15750,5.1732,5.3413,5.4021,9.96e+15,1.08e+16,129024000
15800,4.9869,5.3260,5.3886,9.99e+15,1.08e+16,129433600
15850,5.1763,5.3482,5.4011,1.00e+16,1.09e+16,129843200
15900,5.3558,5.3587,5.4144,1.01e+16,1.09e+16,130252800
15950,5.2125,5.3349,5.3964,1.01e+16,1.10e+16,130662400
16000,5.1721,5.3128,5.3786,1.01e+16,1.10e+16,131072000
16050,5.1348,5.3250,5.3900,1.01e+16,1.10e+16,131481600
16100,5.1154,5.3115,5.3679,1.02e+16,1.11e+16,131891200
16150,5.3027,5.3506,5.3985,1.02e+16,1.11e+16,132300800
16200,5.1919,5.3345,5.3911,1.02e+16,1.11e+16,132710400
16250,5.2204,5.3212,5.3756,1.03e+16,1.12e+16,133120000
16300,5.2486,5.3285,5.3813,1.03e+16,1.12e+16,133529600
16350,5.1870,5.3461,5.4018,1.03e+16,1.12e+16,133939200
16400,5.2276,5.3205,5.3757,1.04e+16,1.13e+16,134348800
16450,5.3220,5.3104,5.3670,1.04e+16,1.13e+16,134758400
16500,5.1665,5.3285,5.3813,1.04e+16,1.13e+16,135168000
16550,5.2526,5.3446,5.3966,1.05e+16,1.14e+16,135577600
16600,5.1847,5.3137,5.3709,1.05e+16,1.14e+16,135987200
16650,5.0731,5.3191,5.3729,1.05e+16,1.14e+16,136396800
16700,5.1454,5.3313,5.3861,1.06e+16,1.15e+16,136806400
16750,5.0820,5.3309,5.3848,1.06e+16,1.15e+16,137216000
16800,5.1489,5.3232,5.3844,1.06e+16,1.15e+16,137625600
16850,5.1341,5.3210,5.3800,1.07e+16,1.16e+16,138035200
16900,5.2813,5.3176,5.3803,1.07e+16,1.16e+16,138444800
16950,5.2617,5.3388,5.3985,1.07e+16,1.16e+16,138854400
17000,5.2137,5.3073,5.3669,1.08e+16,1.17e+16,139264000
17050,5.1748,5.3267,5.3803,1.08e+16,1.17e+16,139673600
17100,5.1868,5.3320,5.3899,1.08e+16,1.17e+16,140083200
17150,5.0512,5.3110,5.3705,1.08e+16,1.18e+16,140492800
17200,5.1487,5.3113,5.3698,1.09e+16,1.18e+16,140902400
17250,5.1504,5.3047,5.3633,1.09e+16,1.18e+16,141312000
17300,5.2722,5.3159,5.3705,1.09e+16,1.19e+16,141721600
17350,5.1585,5.3085,5.3645,1.10e+16,1.19e+16,142131200
17400,5.0051,5.3062,5.3657,1.10e+16,1.19e+16,142540800
17450,5.1615,5.3401,5.3894,1.10e+16,1.20e+16,142950400
17500,5.0064,5.3090,5.3633,1.11e+16,1.20e+16,143360000
17550,5.2075,5.3399,5.3948,1.11e+16,1.20e+16,143769600
17600,5.1945,5.3302,5.3852,1.11e+16,1.21e+16,144179200
17650,5.0722,5.3031,5.3620,1.12e+16,1.21e+16,144588800
17700,5.1723,5.2953,5.3539,1.12e+16,1.22e+16,144998400
17750,5.0898,5.3329,5.3825,1.12e+16,1.22e+16,145408000
17800,5.0733,5.3010,5.3569,1.13e+16,1.22e+16,145817600
17850,5.1676,5.3052,5.3630,1.13e+16,1.23e+16,146227200
17900,5.1962,5.3207,5.3749,1.13e+16,1.23e+16,146636800
17950,5.2065,5.3086,5.3659,1.14e+16,1.23e+16,147046400
18000,5.2216,5.3152,5.3708,1.14e+16,1.24e+16,147456000
18050,5.2587,5.2979,5.3577,1.14e+16,1.24e+16,147865600
18100,5.0954,5.3320,5.3878,1.14e+16,1.24e+16,148275200
18150,5.2031,5.3031,5.3634,1.15e+16,1.25e+16,148684800
18200,5.0791,5.3083,5.3695,1.15e+16,1.25e+16,149094400
18250,5.2907,5.3334,5.3827,1.15e+16,1.25e+16,149504000
18300,5.1680,5.3323,5.3874,1.16e+16,1.26e+16,149913600
18350,5.1387,5.3184,5.3735,1.16e+16,1.26e+16,150323200
18400,5.1795,5.3085,5.3638,1.16e+16,1.26e+16,150732800
18450,5.0561,5.3175,5.3721,1.17e+16,1.27e+16,151142400
18500,5.1489,5.3039,5.3579,1.17e+16,1.27e+16,151552000
18550,5.0739,5.3512,5.3965,1.17e+16,1.27e+16,151961600
18600,5.0946,5.3154,5.3734,1.18e+16,1.28e+16,152371200
18650,5.1745,5.3104,5.3645,1.18e+16,1.28e+16,152780800
18700,5.2003,5.2991,5.3559,1.18e+16,1.28e+16,153190400
18750,5.2101,5.3324,5.3855,1.19e+16,1.29e+16,153600000
18800,5.1038,5.3049,5.3579,1.19e+16,1.29e+16,154009600
18850,5.0382,5.2917,5.3470,1.19e+16,1.29e+16,154419200
18900,5.2103,5.3116,5.3626,1.20e+16,1.30e+16,154828800
18950,5.0895,5.2945,5.3501,1.20e+16,1.30e+16,155238400
19000,5.2753,5.2959,5.3499,1.20e+16,1.30e+16,155648000
19050,5.1978,5.3166,5.3697,1.20e+16,1.31e+16,156057600
19100,5.2528,5.2997,5.3555,1.21e+16,1.31e+16,156467200
19150,5.1901,5.3018,5.3586,1.21e+16,1.31e+16,156876800
19200,5.2151,5.3117,5.3617,1.21e+16,1.32e+16,157286400
19250,5.3018,5.3001,5.3577,1.22e+16,1.32e+16,157696000
19300,5.0900,5.2986,5.3534,1.22e+16,1.33e+16,158105600
19350,5.1554,5.2902,5.3482,1.22e+16,1.33e+16,158515200
