step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
3200,5.8139,5.8380,5.8617,1.01e+15,1.06e+15,26214400
3250,5.6153,5.8295,5.8613,1.03e+15,1.08e+15,26624000
3300,5.6822,5.8285,5.8615,1.04e+15,1.09e+15,27033600
3350,5.5929,5.8076,5.8393,1.06e+15,1.11e+15,27443200
3400,5.6742,5.8154,5.8534,1.07e+15,1.13e+15,27852800
3450,5.6255,5.8058,5.8417,1.09e+15,1.14e+15,28262400
3500,5.4919,5.8295,5.8553,1.11e+15,1.16e+15,28672000
3550,5.6116,5.8003,5.8295,1.12e+15,1.18e+15,29081600
3600,5.6154,5.7871,5.8172,1.14e+15,1.19e+15,29491200
3650,5.6157,5.7883,5.8210,1.15e+15,1.21e+15,29900800
3700,5.6941,5.7702,5.8099,1.17e+15,1.23e+15,30310400
3750,5.6456,5.7741,5.8106,1.19e+15,1.24e+15,30720000
3800,5.5921,5.7607,5.7979,1.20e+15,1.26e+15,31129600
3850,5.7137,5.7640,5.7939,1.22e+15,1.28e+15,31539200
3900,5.7310,5.7557,5.7932,1.23e+15,1.29e+15,31948800
3950,5.6009,5.7607,5.7891,1.25e+15,1.31e+15,32358400
4000,5.4915,5.7645,5.8063,1.26e+15,1.33e+15,32768000
4050,5.4798,5.7439,5.7730,1.28e+15,1.34e+15,33177600
4100,5.6760,5.7274,5.7698,1.30e+15,1.36e+15,33587200
4150,5.6923,5.7358,5.7732,1.31e+15,1.38e+15,33996800
4200,5.5600,5.7252,5.7640,1.33e+15,1.39e+15,34406400
4250,5.5053,5.7176,5.7612,1.34e+15,1.41e+15,34816000
4300,5.6859,5.7468,5.7785,1.36e+15,1.43e+15,35225600
4350,5.4821,5.7343,5.7704,1.38e+15,1.44e+15,35635200
4400,5.5247,5.7204,5.7577,1.39e+15,1.46e+15,36044800
4450,5.5387,5.7255,5.7587,1.41e+15,1.48e+15,36454400
4500,5.6820,5.7203,5.7571,1.42e+15,1.49e+15,36864000
4550,5.5868,5.7165,5.7517,1.44e+15,1.51e+15,37273600
4600,5.5998,5.7186,5.7519,1.45e+15,1.53e+15,37683200
4650,5.6435,5.6956,5.7307,1.47e+15,1.54e+15,38092800
4700,5.5115,5.7136,5.7461,1.49e+15,1.56e+15,38502400
4750,5.5101,5.7099,5.7434,1.50e+15,1.58e+15,38912000
4800,5.5893,5.6972,5.7324,1.52e+15,1.59e+15,39321600
4850,5.5427,5.6863,5.7239,1.53e+15,1.61e+15,39731200
4900,5.6430,5.7189,5.7444,1.55e+15,1.63e+15,40140800
4950,5.5475,5.7000,5.7380,1.56e+15,1.64e+15,40550400
5000,5.4765,5.6835,5.7237,1.58e+15,1.66e+15,40960000
5050,5.4655,5.6928,5.7305,1.60e+15,1.67e+15,41369600
5100,5.3407,5.6977,5.7408,1.61e+15,1.69e+15,41779200
5150,5.4292,5.6935,5.7284,1.63e+15,1.71e+15,42188800
5200,5.4088,5.6627,5.6990,1.64e+15,1.72e+15,42598400
5250,5.4210,5.6802,5.7224,1.66e+15,1.74e+15,43008000
5300,5.5531,5.6719,5.7113,1.68e+15,1.76e+15,43417600
5350,5.5168,5.6527,5.6867,1.69e+15,1.77e+15,43827200
5400,5.4678,5.6643,5.7007,1.71e+15,1.79e+15,44236800
5450,5.5351,5.6575,5.6945,1.72e+15,1.81e+15,44646400
5500,5.4995,5.6557,5.6944,1.74e+15,1.82e+15,45056000
5550,5.5997,5.6415,5.6824,1.75e+15,1.84e+15,45465600
5600,5.5463,5.6668,5.7032,1.77e+15,1.86e+15,45875200
5650,5.4373,5.6521,5.6914,1.79e+15,1.87e+15,46284800
5700,5.4576,5.6813,5.7152,1.80e+15,1.89e+15,46694400
5750,5.4540,5.7050,5.7466,1.82e+15,1.91e+15,47104000
5800,5.4109,5.6655,5.7017,1.83e+15,1.92e+15,47513600
5850,5.4246,5.6567,5.6968,1.85e+15,1.94e+15,47923200
5900,5.5217,5.6597,5.6998,1.87e+15,1.96e+15,48332800
5950,5.5776,5.6577,5.6915,1.88e+15,1.97e+15,48742400
6000,5.4452,5.6228,5.6616,1.90e+15,1.99e+15,49152000
6050,5.5711,5.6299,5.6707,1.91e+15,2.01e+15,49561600
6100,5.4662,5.6303,5.6680,1.93e+15,2.02e+15,49971200
6150,5.4908,5.6207,5.6600,1.94e+15,2.04e+15,50380800
6200,5.4814,5.6254,5.6667,1.96e+15,2.06e+15,50790400
6250,5.4403,5.6323,5.6733,1.98e+15,2.07e+15,51200000
6300,5.4270,5.6307,5.6703,1.99e+15,2.09e+15,51609600
6350,5.5090,5.6252,5.6647,2.01e+15,2.11e+15,52019200
6400,5.4457,5.6245,5.6659,2.02e+15,2.12e+15,52428800
6450,5.4596,5.6236,5.6703,2.04e+15,2.14e+15,52838400
6500,5.5579,5.6252,5.6686,2.05e+15,2.16e+15,53248000
6550,5.3645,5.6142,5.6604,2.07e+15,2.17e+15,53657600
6600,5.3975,5.5992,5.6392,2.09e+15,2.19e+15,54067200
6650,5.4018,5.6206,5.6594,2.10e+15,2.21e+15,54476800
6700,5.6053,5.6156,5.6596,2.12e+15,2.22e+15,54886400
6750,5.2455,5.5924,5.6346,2.13e+15,2.24e+15,55296000
6800,5.3768,5.5882,5.6321,2.15e+15,2.26e+15,55705600
6850,5.5105,5.6111,5.6532,2.17e+15,2.27e+15,56115200
6900,5.5370,5.5905,5.6327,2.18e+15,2.29e+15,56524800
6950,5.5526,5.5966,5.6374,2.20e+15,2.30e+15,56934400
7000,5.3904,5.5854,5.6229,2.21e+15,2.32e+15,57344000
7050,5.5345,5.6074,5.6443,2.23e+15,2.34e+15,57753600
7100,5.4613,5.5971,5.6380,2.24e+15,2.35e+15,58163200
7150,5.4795,5.6013,5.6356,2.26e+15,2.37e+15,58572800
7200,5.5254,5.5916,5.6309,2.28e+15,2.39e+15,58982400
7250,5.3928,5.5993,5.6342,2.29e+15,2.40e+15,59392000
7300,5.5098,5.5821,5.6221,2.31e+15,2.42e+15,59801600
7350,5.4150,5.5771,5.6249,2.32e+15,2.44e+15,60211200
7400,5.3593,5.5974,5.6308,2.34e+15,2.45e+15,60620800
7450,5.4076,5.5721,5.6182,2.36e+15,2.47e+15,61030400
7500,5.4210,5.5613,5.6028,2.37e+15,2.49e+15,61440000
7550,5.3714,5.5516,5.5916,2.39e+15,2.50e+15,61849600
7600,5.2579,5.5496,5.5921,2.40e+15,2.52e+15,62259200
7650,5.3831,5.5733,5.6112,2.42e+15,2.54e+15,62668800
7700,5.5767,5.5388,5.5815,2.43e+15,2.55e+15,63078400
7750,5.3736,5.5377,5.5783,2.45e+15,2.57e+15,63488000
7800,5.3953,5.5394,5.5826,2.47e+15,2.59e+15,63897600
7850,5.3717,5.5411,5.5827,2.48e+15,2.60e+15,64307200
7900,5.5009,5.5296,5.5710,2.50e+15,2.62e+15,64716800
7950,5.4067,5.5365,5.5765,2.51e+15,2.64e+15,65126400
8000,5.5206,5.5415,5.5846,2.53e+15,2.65e+15,65536000
8050,5.3341,5.5366,5.5804,2.55e+15,2.67e+15,65945600
8100,5.4209,5.5272,5.5705,2.56e+15,2.69e+15,66355200
8150,5.5344,5.5375,5.5783,2.58e+15,2.70e+15,66764800
8200,5.3755,5.5234,5.5644,2.59e+15,2.72e+15,67174400
8250,5.4074,5.5204,5.5643,2.61e+15,2.74e+15,67584000
8300,5.3376,5.5130,5.5617,2.62e+15,2.75e+15,67993600
8350,5.3620,5.5112,5.5582,2.64e+15,2.77e+15,68403200
8400,5.4549,5.5251,5.5641,2.66e+15,2.79e+15,68812800
8450,5.3482,5.5287,5.5733,2.67e+15,2.80e+15,69222400
8500,5.2860,5.5157,5.5589,2.69e+15,2.82e+15,69632000
8550,5.5193,5.5216,5.5631,2.70e+15,2.84e+15,70041600
8600,5.4844,5.5056,5.5469,2.72e+15,2.85e+15,70451200
8650,5.3683,5.4994,5.5460,2.73e+15,2.87e+15,70860800
8700,5.4118,5.5231,5.5627,2.75e+15,2.89e+15,71270400
8750,5.5447,5.4987,5.5437,2.77e+15,2.90e+15,71680000
8800,5.5018,5.4924,5.5363,2.78e+15,2.92e+15,72089600
8850,5.4895,5.4983,5.5403,2.80e+15,2.94e+15,72499200
8900,5.3492,5.5070,5.5563,2.81e+15,2.95e+15,72908800
8950,5.4300,5.5014,5.5481,2.83e+15,2.97e+15,73318400
9000,5.3153,5.5049,5.5478,2.85e+15,2.98e+15,73728000
9050,5.4499,5.4958,5.5387,2.86e+15,3.00e+15,74137600
9100,5.4716,5.4960,5.5398,2.88e+15,3.02e+15,74547200
9150,5.2772,5.4903,5.5383,2.89e+15,3.03e+15,74956800
9200,5.3143,5.5039,5.5506,2.91e+15,3.05e+15,75366400
9250,5.4448,5.5003,5.5425,2.92e+15,3.07e+15,75776000
9300,5.4527,5.4932,5.5366,2.94e+15,3.08e+15,76185600
9350,5.3564,5.4820,5.5294,2.96e+15,3.10e+15,76595200
9400,5.3673,5.4914,5.5329,2.97e+15,3.12e+15,77004800
9450,5.4804,5.4847,5.5296,2.99e+15,3.13e+15,77414400
9500,5.3914,5.4863,5.5304,3.00e+15,3.15e+15,77824000
9550,5.3732,5.4720,5.5182,3.02e+15,3.17e+15,78233600
9600,5.3897,5.4699,5.5169,3.04e+15,3.18e+15,78643200
9650,5.4777,5.4867,5.5311,3.05e+15,3.20e+15,79052800
9700,5.2604,5.4693,5.5128,3.07e+15,3.22e+15,79462400
9750,5.1379,5.4811,5.5236,3.08e+15,3.23e+15,79872000
9800,5.3695,5.4715,5.5133,3.10e+15,3.25e+15,80281600
9850,5.2699,5.4694,5.5118,3.11e+15,3.27e+15,80691200
9900,5.4414,5.4612,5.5028,3.13e+15,3.28e+15,81100800
9950,5.3174,5.4588,5.5043,3.15e+15,3.30e+15,81510400
10000,5.3689,5.4566,5.4978,3.16e+15,3.32e+15,81920000
10050,5.4538,5.4538,5.4970,3.18e+15,3.33e+15,82329600
10100,5.3093,5.4669,5.5097,3.19e+15,3.35e+15,82739200
10150,5.3988,5.4526,5.4968,3.21e+15,3.37e+15,83148800
10200,5.5137,5.4563,5.5049,3.22e+15,3.38e+15,83558400
10250,5.2096,5.4699,5.5078,3.24e+15,3.40e+15,83968000
10300,5.3011,5.4505,5.4973,3.26e+15,3.42e+15,84377600
10350,5.3892,5.4628,5.5062,3.27e+15,3.43e+15,84787200
10400,5.3727,5.4512,5.4959,3.29e+15,3.45e+15,85196800
10450,5.3182,5.4608,5.5015,3.30e+15,3.47e+15,85606400
10500,5.4200,5.4630,5.5033,3.32e+15,3.48e+15,86016000
10550,5.4818,5.4494,5.4919,3.34e+15,3.50e+15,86425600
10600,5.1814,5.4333,5.4776,3.35e+15,3.52e+15,86835200
10650,5.2177,5.4530,5.4976,3.37e+15,3.53e+15,87244800
10700,5.3743,5.4550,5.4965,3.38e+15,3.55e+15,87654400
10750,5.3405,5.4251,5.4692,3.40e+15,3.57e+15,88064000
10800,5.3754,5.4431,5.4851,3.41e+15,3.58e+15,88473600
10850,5.2342,5.4375,5.4826,3.43e+15,3.60e+15,88883200
10900,5.4267,5.4354,5.4834,3.45e+15,3.61e+15,89292800
10950,5.2208,5.4249,5.4704,3.46e+15,3.63e+15,89702400
11000,5.3361,5.4262,5.4726,3.48e+15,3.65e+15,90112000
11050,5.2417,5.4277,5.4745,3.49e+15,3.66e+15,90521600
11100,5.5627,5.4281,5.4703,3.51e+15,3.68e+15,90931200
11150,5.2625,5.4229,5.4708,3.53e+15,3.70e+15,91340800
11200,5.2996,5.4244,5.4708,3.54e+15,3.71e+15,91750400
11250,5.2522,5.4318,5.4741,3.56e+15,3.73e+15,92160000
11300,5.3749,5.4195,5.4638,3.57e+15,3.75e+15,92569600
11350,5.2675,5.4244,5.4671,3.59e+15,3.76e+15,92979200
11400,5.4027,5.4106,5.4564,3.60e+15,3.78e+15,93388800
11450,5.3891,5.4073,5.4530,3.62e+15,3.80e+15,93798400
11500,5.4644,5.4239,5.4649,3.64e+15,3.81e+15,94208000
11550,5.3942,5.4063,5.4519,3.65e+15,3.83e+15,94617600
11600,5.3012,5.4050,5.4523,3.67e+15,3.85e+15,95027200
11650,5.2968,5.4014,5.4479,3.68e+15,3.86e+15,95436800
11700,5.3176,5.4049,5.4510,3.70e+15,3.88e+15,95846400
11750,5.2503,5.4182,5.4629,3.71e+15,3.90e+15,96256000
11800,5.3096,5.4052,5.4506,3.73e+15,3.91e+15,96665600
11850,5.4946,5.4070,5.4528,3.75e+15,3.93e+15,97075200
11900,5.2356,5.3902,5.4363,3.76e+15,3.95e+15,97484800
11950,5.3227,5.4118,5.4556,3.78e+15,3.96e+15,97894400
12000,5.2848,5.4011,5.4475,3.79e+15,3.98e+15,98304000
12050,5.3427,5.4032,5.4499,3.81e+15,4.00e+15,98713600
12100,5.3758,5.3923,5.4383,3.83e+15,4.01e+15,99123200
12150,5.3422,5.4137,5.4606,3.84e+15,4.03e+15,99532800
12200,5.0789,5.3976,5.4446,3.86e+15,4.05e+15,99942400
12250,5.4339,5.3916,5.4396,3.87e+15,4.06e+15,100352000
12300,5.3199,5.3887,5.4352,3.89e+15,4.08e+15,100761600
12350,5.2574,5.3929,5.4396,3.90e+15,4.10e+15,101171200
12400,5.3956,5.3882,5.4341,3.92e+15,4.11e+15,101580800
12450,5.3683,5.3999,5.4445,3.94e+15,4.13e+15,101990400
12500,5.4070,5.3991,5.4410,3.95e+15,4.15e+15,102400000
12550,5.2711,5.3934,5.4390,3.97e+15,4.16e+15,102809600
12600,5.2939,5.3898,5.4357,3.98e+15,4.18e+15,103219200
12650,5.3114,5.3844,5.4289,4.00e+15,4.20e+15,103628800
12700,5.2918,5.3797,5.4262,4.02e+15,4.21e+15,104038400
12750,5.3907,5.3815,5.4274,4.03e+15,4.23e+15,104448000
12800,5.3088,5.3782,5.4241,4.05e+15,4.25e+15,104857600
12850,5.3689,5.3800,5.4254,4.06e+15,4.26e+15,105267200
12900,5.3313,5.3778,5.4253,4.08e+15,4.28e+15,105676800
12950,5.2914,5.3826,5.4270,4.09e+15,4.29e+15,106086400
13000,5.2977,5.3779,5.4256,4.11e+15,4.31e+15,106496000
13050,5.3480,5.3775,5.4247,4.13e+15,4.33e+15,106905600
13100,5.2156,5.3765,5.4196,4.14e+15,4.34e+15,107315200
13150,5.1130,5.3681,5.4173,4.16e+15,4.36e+15,107724800
13200,5.2806,5.3719,5.4203,4.17e+15,4.38e+15,108134400
13250,5.3825,5.3732,5.4233,4.19e+15,4.39e+15,108544000
13300,5.4114,5.3773,5.4230,4.21e+15,4.41e+15,108953600
13350,5.3972,5.3734,5.4221,4.22e+15,4.43e+15,109363200
13400,5.1692,5.3744,5.4196,4.24e+15,4.44e+15,109772800
13450,5.3332,5.3682,5.4172,4.25e+15,4.46e+15,110182400
13500,5.2262,5.3551,5.4040,4.27e+15,4.48e+15,110592000
13550,5.3859,5.3535,5.4009,4.28e+15,4.49e+15,111001600
13600,5.2254,5.3591,5.4112,4.30e+15,4.51e+15,111411200
13650,5.2300,5.3588,5.4053,4.32e+15,4.53e+15,111820800
13700,5.3120,5.3581,5.4050,4.33e+15,4.54e+15,112230400
13750,5.3218,5.3532,5.3994,4.35e+15,4.56e+15,112640000
13800,5.4475,5.3482,5.3941,4.36e+15,4.58e+15,113049600
13850,5.2344,5.3522,5.4036,4.38e+15,4.59e+15,113459200
13900,5.3383,5.3513,5.4022,4.39e+15,4.61e+15,113868800
13950,5.2868,5.3548,5.3994,4.41e+15,4.63e+15,114278400
14000,5.1140,5.3472,5.3938,4.43e+15,4.64e+15,114688000
14050,5.2633,5.3485,5.3979,4.44e+15,4.66e+15,115097600
14100,5.3273,5.3457,5.3915,4.46e+15,4.68e+15,115507200
14150,5.3214,5.3557,5.4039,4.47e+15,4.69e+15,115916800
14200,5.2521,5.3504,5.3937,4.49e+15,4.71e+15,116326400
14250,5.2532,5.3426,5.3892,4.51e+15,4.73e+15,116736000
14300,5.3140,5.3510,5.4001,4.52e+15,4.74e+15,117145600
14350,5.2007,5.3418,5.3881,4.54e+15,4.76e+15,117555200
14400,5.2022,5.3399,5.3879,4.55e+15,4.78e+15,117964800
14450,5.3571,5.3372,5.3857,4.57e+15,4.79e+15,118374400
14500,5.3851,5.3266,5.3739,4.58e+15,4.81e+15,118784000
14550,5.2225,5.3268,5.3747,4.60e+15,4.83e+15,119193600
14600,5.2734,5.3268,5.3748,4.62e+15,4.84e+15,119603200
14650,5.2960,5.3268,5.3753,4.63e+15,4.86e+15,120012800
14700,5.2019,5.3251,5.3742,4.65e+15,4.88e+15,120422400
14750,5.2523,5.3255,5.3734,4.66e+15,4.89e+15,120832000
14800,5.3331,5.3379,5.3892,4.68e+15,4.91e+15,121241600
14850,5.3127,5.3292,5.3773,4.70e+15,4.92e+15,121651200
14900,5.2887,5.3187,5.3660,4.71e+15,4.94e+15,122060800
14950,5.2362,5.3213,5.3680,4.73e+15,4.96e+15,122470400
15000,5.2492,5.3203,5.3663,4.74e+15,4.97e+15,122880000
15050,5.3798,5.3216,5.3673,4.76e+15,4.99e+15,123289600
15100,5.3272,5.3147,5.3622,4.77e+15,5.01e+15,123699200
15150,5.3035,5.3165,5.3630,4.79e+15,5.02e+15,124108800
15200,5.4018,5.3115,5.3582,4.81e+15,5.04e+15,124518400
15250,5.1782,5.3188,5.3646,4.82e+15,5.06e+15,124928000
15300,5.2344,5.3203,5.3681,4.84e+15,5.07e+15,125337600
15350,5.1684,5.3154,5.3627,4.85e+15,5.09e+15,125747200
15400,5.2919,5.3182,5.3634,4.87e+15,5.11e+15,126156800
15450,5.2816,5.3167,5.3626,4.88e+15,5.12e+15,126566400
15500,5.2123,5.3163,5.3660,4.90e+15,5.14e+15,126976000
15550,5.3553,5.3182,5.3654,4.92e+15,5.16e+15,127385600
15600,5.2932,5.3105,5.3582,4.93e+15,5.17e+15,127795200
15650,5.3063,5.3066,5.3549,4.95e+15,5.19e+15,128204800
15700,5.3761,5.3121,5.3604,4.96e+15,5.21e+15,128614400
15750,5.2866,5.3116,5.3647,4.98e+15,5.22e+15,129024000
15800,5.2628,5.3105,5.3621,5.00e+15,5.24e+15,129433600
15850,5.2295,5.3072,5.3591,5.01e+15,5.26e+15,129843200
15900,5.3080,5.3069,5.3574,5.03e+15,5.27e+15,130252800
15950,5.2784,5.3013,5.3536,5.04e+15,5.29e+15,130662400
16000,5.3844,5.3007,5.3510,5.06e+15,5.31e+15,131072000
16050,5.3816,5.2996,5.3519,5.07e+15,5.32e+15,131481600
16100,5.3410,5.3033,5.3554,5.09e+15,5.34e+15,131891200
16150,5.2688,5.3042,5.3541,5.11e+15,5.36e+15,132300800
16200,5.3526,5.3041,5.3538,5.12e+15,5.37e+15,132710400
16250,5.1786,5.3015,5.3508,5.14e+15,5.39e+15,133120000
16300,5.2144,5.3028,5.3580,5.15e+15,5.41e+15,133529600
16350,5.1587,5.3100,5.3639,5.17e+15,5.42e+15,133939200
16400,5.2524,5.3043,5.3573,5.19e+15,5.44e+15,134348800
16450,5.2107,5.3026,5.3541,5.20e+15,5.46e+15,134758400
16500,5.2282,5.3019,5.3559,5.22e+15,5.47e+15,135168000
16550,5.2338,5.2951,5.3485,5.23e+15,5.49e+15,135577600
16600,5.3197,5.2966,5.3446,5.25e+15,5.51e+15,135987200
16650,5.3512,5.2927,5.3434,5.26e+15,5.52e+15,136396800
16700,5.2754,5.2932,5.3449,5.28e+15,5.54e+15,136806400
16750,5.1831,5.2971,5.3475,5.30e+15,5.56e+15,137216000
16800,5.3393,5.2927,5.3449,5.31e+15,5.57e+15,137625600
16850,5.3058,5.2926,5.3456,5.33e+15,5.59e+15,138035200
16900,5.3806,5.2896,5.3419,5.34e+15,5.60e+15,138444800
16950,5.2868,5.2895,5.3407,5.36e+15,5.62e+15,138854400
17000,5.2191,5.2904,5.3376,5.38e+15,5.64e+15,139264000
17050,5.3017,5.2862,5.3373,5.39e+15,5.65e+15,139673600
17100,5.2711,5.2844,5.3340,5.41e+15,5.67e+15,140083200
17150,5.3260,5.2859,5.3335,5.42e+15,5.69e+15,140492800
17200,5.1375,5.2823,5.3304,5.44e+15,5.70e+15,140902400
17250,5.4130,5.2836,5.3316,5.45e+15,5.72e+15,141312000
17300,5.1866,5.2870,5.3357,5.47e+15,5.74e+15,141721600
17350,5.1699,5.2816,5.3321,5.49e+15,5.75e+15,142131200
17400,5.1965,5.2825,5.3336,5.50e+15,5.77e+15,142540800
17450,5.2772,5.2765,5.3273,5.52e+15,5.79e+15,142950400
17500,5.3726,5.2755,5.3250,5.53e+15,5.80e+15,143360000
17550,5.2730,5.2699,5.3179,5.55e+15,5.82e+15,143769600
17600,5.4727,5.2706,5.3208,5.56e+15,5.84e+15,144179200
17650,5.3085,5.2739,5.3227,5.58e+15,5.85e+15,144588800
17700,5.3787,5.2690,5.3175,5.60e+15,5.87e+15,144998400
17750,5.1920,5.2690,5.3192,5.61e+15,5.89e+15,145408000
17800,5.1923,5.2696,5.3185,5.63e+15,5.90e+15,145817600
17850,5.2760,5.2705,5.3193,5.64e+15,5.92e+15,146227200
17900,5.3248,5.2740,5.3219,5.66e+15,5.94e+15,146636800
17950,5.2412,5.2719,5.3219,5.68e+15,5.95e+15,147046400
18000,5.3484,5.2717,5.3214,5.69e+15,5.97e+15,147456000
18050,5.3590,5.2681,5.3159,5.71e+15,5.99e+15,147865600
18100,5.3124,5.2710,5.3201,5.72e+15,6.00e+15,148275200
18150,5.3249,5.2687,5.3185,5.74e+15,6.02e+15,148684800
18200,5.2242,5.2666,5.3170,5.75e+15,6.04e+15,149094400
18250,5.2289,5.2668,5.3161,5.77e+15,6.05e+15,149504000
18300,5.2705,5.2683,5.3198,5.79e+15,6.07e+15,149913600
18350,5.3098,5.2715,5.3208,5.80e+15,6.09e+15,150323200
18400,5.2058,5.2700,5.3191,5.82e+15,6.10e+15,150732800
18450,5.1675,5.2706,5.3199,5.83e+15,6.12e+15,151142400
18500,5.2132,5.2679,5.3175,5.85e+15,6.14e+15,151552000
18550,5.2403,5.2673,5.3187,5.87e+15,6.15e+15,151961600
18600,5.1372,5.2650,5.3157,5.88e+15,6.17e+15,152371200
18650,5.2645,5.2666,5.3158,5.90e+15,6.19e+15,152780800
18700,5.2543,5.2653,5.3158,5.91e+15,6.20e+15,153190400
18750,5.1795,5.2621,5.3134,5.93e+15,6.22e+15,153600000
18800,5.2096,5.2610,5.3104,5.94e+15,6.23e+15,154009600
18850,5.2286,5.2624,5.3126,5.96e+15,6.25e+15,154419200
18900,5.2371,5.2638,5.3145,5.98e+15,6.27e+15,154828800
18950,5.2859,5.2581,5.3083,5.99e+15,6.28e+15,155238400
19000,5.2564,5.2582,5.3071,6.01e+15,6.30e+15,155648000
19050,5.3046,5.2580,5.3087,6.02e+15,6.32e+15,156057600
19100,5.2498,5.2586,5.3100,6.04e+15,6.33e+15,156467200
19150,5.2849,5.2587,5.3101,6.05e+15,6.35e+15,156876800
19200,5.1630,5.2579,5.3069,6.07e+15,6.37e+15,157286400
19250,5.2576,5.2630,5.3073,6.09e+15,6.38e+15,157696000
19300,5.2397,5.2576,5.3090,6.10e+15,6.40e+15,158105600
19350,5.2106,5.2547,5.3050,6.12e+15,6.42e+15,158515200
