step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
50,8.8592,8.8680,9.0456,1.55e+13,2.11e+13,409600
100,7.7256,7.7920,8.0379,3.13e+13,4.23e+13,819200
150,7.5323,7.8130,8.0517,4.71e+13,6.34e+13,1228800
200,7.7136,7.8257,8.0645,6.29e+13,8.45e+13,1638400
250,7.7165,7.8220,7.8412,7.87e+13,1.06e+14,2048000
300,7.6516,7.9317,7.9474,9.45e+13,1.27e+14,2457600
350,7.6307,7.8862,7.9022,1.10e+14,1.48e+14,2867200
400,7.6603,7.8877,7.9070,1.26e+14,1.69e+14,3276800
450,7.6883,7.8383,7.8624,1.42e+14,1.90e+14,3686400
500,7.6308,7.8289,7.8342,1.58e+14,2.11e+14,4096000
550,7.7245,7.8265,7.8269,1.74e+14,2.32e+14,4505600
600,7.6961,7.9185,7.9170,1.89e+14,2.54e+14,4915200
650,7.6918,7.8546,7.8551,2.05e+14,2.75e+14,5324800
700,7.5885,7.8082,7.8086,2.21e+14,2.96e+14,5734400
750,7.6392,7.8093,7.8107,2.37e+14,3.17e+14,6144000
800,7.5527,7.8088,7.8092,2.53e+14,3.38e+14,6553600
850,7.6940,7.7998,7.7999,2.68e+14,3.59e+14,6963200
900,7.7230,7.8041,7.8045,2.84e+14,3.80e+14,7372800
950,7.7168,7.7992,7.7993,3.00e+14,4.01e+14,7782400
1000,7.6104,7.8051,7.8049,3.16e+14,4.23e+14,8192000
1050,7.6610,7.8137,7.8138,3.32e+14,4.44e+14,8601600
1100,7.6733,7.7915,7.7917,3.47e+14,4.65e+14,9011200
1150,7.6485,7.7638,7.7641,3.63e+14,4.86e+14,9420800
1200,7.6552,7.7887,7.7887,3.79e+14,5.07e+14,9830400
1250,7.5419,7.7759,7.7759,3.95e+14,5.28e+14,10240000
1300,7.5640,7.7625,7.7627,4.11e+14,5.49e+14,10649600
1350,7.5634,7.7694,7.7696,4.27e+14,5.70e+14,11059200
1400,7.6014,7.7620,7.7622,4.42e+14,5.92e+14,11468800
1450,7.6526,7.7600,7.7601,4.58e+14,6.13e+14,11878400
1500,7.7147,7.7736,7.7734,4.74e+14,6.34e+14,12288000
1550,7.6286,7.7653,7.7655,4.90e+14,6.55e+14,12697600
1600,7.5600,7.7637,7.7642,5.06e+14,6.76e+14,13107200
1650,7.6498,7.7727,7.7730,5.21e+14,6.97e+14,13516800
1700,7.6284,7.7662,7.7664,5.37e+14,7.18e+14,13926400
1750,7.6144,7.7654,7.7654,5.53e+14,7.39e+14,14336000
1800,7.5828,7.7689,7.7689,5.69e+14,7.61e+14,14745600
1850,7.6371,7.7608,7.7608,5.85e+14,7.82e+14,15155200
1900,7.7020,7.7604,7.7603,6.00e+14,8.03e+14,15564800
1950,7.6787,7.7498,7.7500,6.16e+14,8.24e+14,15974400
2000,7.6151,7.7611,7.7612,6.32e+14,8.45e+14,16384000
2050,7.6160,7.7558,7.7557,6.48e+14,8.66e+14,16793600
2100,7.7096,7.7514,7.7514,6.64e+14,8.87e+14,17203200
2150,7.7016,7.7372,7.7374,6.80e+14,9.08e+14,17612800
2200,7.6120,7.7522,7.7523,6.95e+14,9.30e+14,18022400
2250,7.6604,7.7500,7.7502,7.11e+14,9.51e+14,18432000
2300,7.6182,7.7236,7.7236,7.27e+14,9.72e+14,18841600
2350,7.6455,7.7252,7.7259,7.43e+14,9.93e+14,19251200
2400,7.6366,7.7229,7.7229,7.59e+14,1.01e+15,19660800
2450,7.6299,7.7099,7.7102,7.74e+14,1.04e+15,20070400
2500,7.5490,7.7137,7.7138,7.90e+14,1.06e+15,20480000
2550,7.6286,7.7100,7.7102,8.06e+14,1.08e+15,20889600
2600,7.6395,7.7296,7.7294,8.22e+14,1.10e+15,21299200
2650,7.5866,7.7098,7.7099,8.38e+14,1.12e+15,21708800
2700,7.6536,7.7000,7.7001,8.53e+14,1.14e+15,22118400
2750,7.6728,7.7112,7.7115,8.69e+14,1.16e+15,22528000
2800,7.5985,7.7204,7.7206,8.85e+14,1.18e+15,22937600
2850,7.7025,7.7232,7.7234,9.01e+14,1.20e+15,23347200
2900,7.6259,7.7292,7.7294,9.17e+14,1.23e+15,23756800
2950,7.6703,7.7371,7.7369,9.32e+14,1.25e+15,24166400
3000,7.8451,7.7291,7.7294,9.48e+14,1.27e+15,24576000
3050,7.4984,7.7428,7.7428,9.64e+14,1.29e+15,24985600
3100,7.5625,7.7331,7.7331,9.80e+14,1.31e+15,25395200
3150,7.7572,7.7350,7.7351,9.96e+14,1.33e+15,25804800
3200,7.7296,7.7364,7.7366,1.01e+15,1.35e+15,26214400
3250,7.6309,7.7342,7.7343,1.03e+15,1.37e+15,26624000
3300,7.5711,7.7335,7.7336,1.04e+15,1.39e+15,27033600
3350,7.5883,7.7484,7.7484,1.06e+15,1.42e+15,27443200
3400,7.7042,7.7381,7.7383,1.07e+15,1.44e+15,27852800
3450,7.6273,7.7326,7.7328,1.09e+15,1.46e+15,28262400
3500,7.6088,7.7389,7.7397,1.11e+15,1.48e+15,28672000
3550,7.6146,7.7289,7.7316,1.12e+15,1.50e+15,29081600
3600,7.6873,7.7214,7.7217,1.14e+15,1.52e+15,29491200
3650,7.6086,7.7205,7.7207,1.15e+15,1.54e+15,29900800
3700,7.7182,7.7221,7.7223,1.17e+15,1.56e+15,30310400
3750,7.6047,7.7328,7.7330,1.19e+15,1.58e+15,30720000
3800,7.5836,7.7320,7.7312,1.20e+15,1.61e+15,31129600
3850,7.6943,7.7239,7.7241,1.22e+15,1.63e+15,31539200
3900,7.7152,7.7228,7.7230,1.23e+15,1.65e+15,31948800
3950,7.5992,7.7268,7.7271,1.25e+15,1.67e+15,32358400
4000,7.6333,7.7392,7.7389,1.26e+15,1.69e+15,32768000
4050,7.5784,7.7019,7.7019,1.28e+15,1.71e+15,33177600
4100,7.7158,7.6975,7.6977,1.30e+15,1.73e+15,33587200
4150,7.6497,7.7024,7.7029,1.31e+15,1.75e+15,33996800
4200,7.6623,7.7109,7.7121,1.33e+15,1.77e+15,34406400
4250,7.5792,7.7206,7.7207,1.34e+15,1.80e+15,34816000
4300,7.7037,7.7197,7.7206,1.36e+15,1.82e+15,35225600
4350,7.5347,7.7091,7.7094,1.38e+15,1.84e+15,35635200
4400,7.6288,7.7215,7.7224,1.39e+15,1.86e+15,36044800
4450,7.6260,7.7253,7.7245,1.41e+15,1.88e+15,36454400
4500,7.7099,7.7173,7.7175,1.42e+15,1.90e+15,36864000
4550,7.7086,7.7141,7.7146,1.44e+15,1.92e+15,37273600
4600,7.5714,7.7304,7.7301,1.45e+15,1.94e+15,37683200
4650,7.6383,7.7176,7.7187,1.47e+15,1.96e+15,38092800
4700,7.4788,7.7286,7.7295,1.49e+15,1.99e+15,38502400
4750,7.6762,7.7224,7.7228,1.50e+15,2.01e+15,38912000
4800,7.6245,7.7257,7.7121,1.52e+15,2.03e+15,39321600
4850,7.6153,7.7235,7.7241,1.53e+15,2.05e+15,39731200
4900,7.7012,7.7254,7.7236,1.55e+15,2.07e+15,40140800
4950,7.6125,7.7252,7.7256,1.56e+15,2.09e+15,40550400
5000,7.5249,7.7305,7.7300,1.58e+15,2.11e+15,40960000
