step,training_loss,validation_loss,total_flops_profiler,theoretical_flops,tokens
200,6.4704,6.6493,3.31e+13,3.31e+13,1638400
400,6.2354,6.1861,6.62e+13,6.61e+13,3276800
600,5.9797,5.9685,9.92e+13,9.92e+13,4915200
800,5.7476,5.8277,1.32e+14,1.32e+14,6553600
1000,5.5083,5.7255,1.65e+14,1.65e+14,8192000
1200,5.6862,5.6468,1.98e+14,1.98e+14,9830400
1400,5.4505,5.5905,2.32e+14,2.32e+14,11468800
1600,5.5227,5.5513,2.65e+14,2.65e+14,13107200
