step,training_loss,validation_loss,total_flops_profiler,theoretical_flops,tokens
200,6.5804,6.7485,3.31e+13,3.31e+13,1638400
400,6.2861,6.2202,6.62e+13,6.61e+13,3276800
600,5.9931,5.9835,9.92e+13,9.92e+13,4915200
800,5.7668,5.8375,1.32e+14,1.32e+14,6553600
1000,5.5363,5.7405,1.65e+14,1.65e+14,8192000
1200,5.7022,5.6672,1.98e+14,1.98e+14,9830400
1400,5.4963,5.6210,2.32e+14,2.32e+14,11468800
1600,5.5659,5.5890,2.65e+14,2.65e+14,13107200
