step,training_loss,validation_loss,total_flops_profiler,theoretical_flops,tokens
200,6.8472,6.9448,5.40e+13,5.45e+13,1638400
400,6.3041,6.3448,1.08e+14,1.09e+14,3276800
600,6.1278,6.0551,1.62e+14,1.64e+14,4915200
800,5.8642,5.8568,2.16e+14,2.18e+14,6553600
1000,5.7317,5.7174,2.70e+14,2.73e+14,8192000
1200,5.5139,5.6226,3.24e+14,3.27e+14,9830400
1400,5.5122,5.5639,3.78e+14,3.82e+14,11468800
