step,training_loss,validation_loss,total_flops_profiler,theoretical_flops,tokens
200,6.5625,6.6608,5.62e+13,5.67e+13,1638400
400,6.1601,6.1584,1.12e+14,1.13e+14,3276800
600,5.8809,5.9200,1.68e+14,1.70e+14,4915200
800,5.6297,5.7596,2.25e+14,2.27e+14,6553600
1000,5.4528,5.6442,2.81e+14,2.84e+14,8192000
1200,5.2776,5.5527,3.37e+14,3.40e+14,9830400
1400,5.3118,5.4901,3.93e+14,3.97e+14,11468800
1600,5.2103,5.4478,4.49e+14,4.54e+14,13107200
