step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,6.6815,7.0419,7.0434,3.15e+13,3.28e+13,1638400
400,6.5228,6.7848,6.7887,6.31e+13,6.55e+13,3276800
600,6.5928,6.6882,6.6919,9.47e+13,9.83e+13,4915200
800,6.4536,6.5941,6.6004,1.26e+14,1.31e+14,6553600
1000,6.2974,6.5440,6.5474,1.58e+14,1.64e+14,8192000
1200,6.2902,6.4532,6.4625,1.90e+14,1.97e+14,9830400
1400,6.1878,6.3856,6.3972,2.21e+14,2.29e+14,11468800
1600,6.3123,6.3231,6.3372,2.53e+14,2.62e+14,13107200
1800,6.3250,6.2859,6.3015,2.84e+14,2.95e+14,14745600
