step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,7.5603,7.7335,7.8313,3.15e+13,3.28e+13,1638400
400,7.6396,7.7303,7.7950,6.31e+13,6.55e+13,3276800
600,7.6487,7.7265,7.7861,9.47e+13,9.83e+13,4915200
800,7.7016,7.7244,7.7851,1.26e+14,1.31e+14,6553600
1000,7.6010,7.7161,7.7704,1.58e+14,1.64e+14,8192000
1200,7.5850,7.7087,7.7576,1.90e+14,1.97e+14,9830400
1400,7.6188,7.6989,7.7466,2.21e+14,2.29e+14,11468800
1600,7.7045,7.6909,7.7389,2.53e+14,2.62e+14,13107200
1800,7.7379,7.6849,7.7339,2.84e+14,2.95e+14,14745600
