step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,6.8946,7.2018,7.2171,3.15e+13,3.28e+13,1638400
400,6.4371,6.7028,6.7057,6.31e+13,6.55e+13,3276800
600,6.3650,6.5006,6.5143,9.47e+13,9.83e+13,4915200
800,6.2110,6.3719,6.3924,1.26e+14,1.31e+14,6553600
1000,6.0147,6.2847,6.2971,1.58e+14,1.64e+14,8192000
1200,6.0405,6.1980,6.2128,1.90e+14,1.97e+14,9830400
1400,5.9231,6.1258,6.1439,2.21e+14,2.29e+14,11468800
1600,6.0691,6.0702,6.0904,2.53e+14,2.62e+14,13107200
1800,6.0782,6.0334,6.0564,2.84e+14,2.95e+14,14745600
