step,training_loss,validation_loss,total_flops_profiler,theoretical_flops,tokens
200,7.6881,7.9317,7.87e+13,8.16e+13,1638400
400,7.2651,7.4131,1.58e+14,1.63e+14,3276800
600,6.9545,7.0704,2.37e+14,2.45e+14,4915200
800,6.6690,6.8232,3.16e+14,3.26e+14,6553600
1000,6.6053,6.6732,3.95e+14,4.08e+14,8192000
1200,6.5096,6.5699,4.74e+14,4.89e+14,9830400
1400,6.3638,6.5083,5.53e+14,5.71e+14,11468800
1600,6.4840,6.4569,6.32e+14,6.53e+14,13107200
1800,6.3549,6.4274,7.11e+14,7.34e+14,14745600
