step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,8.4287,8.5510,8.5490,3.15e+13,3.28e+13,1638400
400,7.9015,8.0891,8.0888,6.31e+13,6.55e+13,3276800
600,7.1273,7.2167,7.2341,9.47e+13,9.83e+13,4915200
800,6.7258,6.8365,6.8698,1.26e+14,1.31e+14,6553600
1000,6.5939,6.6440,6.6615,1.58e+14,1.64e+14,8192000
1200,6.5094,6.5416,6.5640,1.90e+14,1.97e+14,9830400
1400,6.3475,6.4811,6.5014,2.21e+14,2.29e+14,11468800
1600,6.4702,6.4254,6.4447,2.53e+14,2.62e+14,13107200
1800,6.3240,6.3934,6.4138,2.84e+14,2.95e+14,14745600
