step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,7.8200,7.7179,7.7965,3.15e+13,3.28e+13,1638400
400,7.6245,7.5276,7.5689,6.31e+13,6.55e+13,3276800
600,7.5399,7.3681,7.4100,9.47e+13,9.83e+13,4915200
800,7.4129,7.2446,7.2906,1.26e+14,1.31e+14,6553600
1000,7.4511,7.1617,7.1945,1.58e+14,1.64e+14,8192000
1200,7.3311,7.0910,7.1197,1.90e+14,1.97e+14,9830400
1400,7.2540,7.0517,7.0792,2.21e+14,2.29e+14,11468800
1600,7.3510,7.0231,7.0504,2.53e+14,2.62e+14,13107200
1800,7.2510,7.0041,7.0319,2.84e+14,2.95e+14,14745600
