step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,7.1597,7.4232,7.4262,4.72e+13,4.94e+13,1638400
400,6.3914,6.6518,6.6678,9.46e+13,9.88e+13,3276800
600,6.3194,6.4432,6.4595,1.42e+14,1.48e+14,4915200
800,6.1380,6.3244,6.3385,1.89e+14,1.98e+14,6553600
1000,5.9510,6.2246,6.2445,2.37e+14,2.47e+14,8192000
1200,5.9688,6.1403,6.1704,2.84e+14,2.96e+14,9830400
1400,5.8601,6.0660,6.0965,3.32e+14,3.46e+14,11468800
1600,6.0148,6.0056,6.0354,3.79e+14,3.95e+14,13107200
1800,5.9982,5.9661,5.9997,4.27e+14,4.44e+14,14745600
