step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,6.9706,7.1582,7.1602,7.87e+13,8.36e+13,1638400
400,6.6769,6.9295,6.9314,1.58e+14,1.67e+14,3276800
600,6.6155,6.8325,6.8357,2.37e+14,2.51e+14,4915200
800,6.5106,6.7471,6.7504,3.16e+14,3.34e+14,6553600
1000,6.5963,6.6704,6.6751,3.95e+14,4.18e+14,8192000
1200,6.4928,6.5912,6.5950,4.74e+14,5.02e+14,9830400
1400,6.3675,6.5440,6.5481,5.53e+14,5.85e+14,11468800
1600,6.4486,6.4777,6.4831,6.32e+14,6.69e+14,13107200
1800,6.3354,6.4429,6.4480,7.11e+14,7.52e+14,14745600
