step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,7.6100,7.6731,7.7633,7.87e+13,8.36e+13,1638400
400,6.8818,7.0643,7.1316,1.58e+14,1.67e+14,3276800
600,6.5547,6.7155,6.7516,2.37e+14,2.51e+14,4915200
800,6.3406,6.5369,6.5693,3.16e+14,3.34e+14,6553600
1000,6.3124,6.4182,6.4552,3.95e+14,4.18e+14,8192000
1200,6.2586,6.3252,6.3615,4.74e+14,5.02e+14,9830400
1400,6.0979,6.2671,6.3041,5.53e+14,5.85e+14,11468800
1600,6.2147,6.2154,6.2496,6.32e+14,6.69e+14,13107200
1800,6.1093,6.1844,6.2198,7.11e+14,7.52e+14,14745600
