step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,7.0596,7.2019,7.2044,9.44e+13,1.01e+14,1638400
400,6.8124,7.0421,7.0450,1.89e+14,2.02e+14,3276800
600,6.6716,6.8899,6.8945,2.84e+14,3.04e+14,4915200
800,6.6243,6.8345,6.8378,3.79e+14,4.05e+14,6553600
1000,6.7069,6.7665,6.7695,4.74e+14,5.06e+14,8192000
1200,6.5791,6.6866,6.6897,5.69e+14,6.07e+14,9830400
1400,6.4405,6.6402,6.6439,6.64e+14,7.08e+14,11468800
1600,6.5627,6.5843,6.5879,7.58e+14,8.09e+14,13107200
1800,6.4262,6.5455,6.5495,8.53e+14,9.11e+14,14745600
