step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
2200,5.7568,6.1600,6.1821,1.04e+15,1.11e+15,18022400
2250,5.8626,6.1414,6.1693,1.07e+15,1.14e+15,18432000
2300,5.7170,6.0962,6.1195,1.09e+15,1.16e+15,18841600
2350,5.7962,6.0939,6.1192,1.11e+15,1.19e+15,19251200
2400,5.9055,6.0878,6.1110,1.14e+15,1.21e+15,19660800
2450,5.7919,6.0620,6.0889,1.16e+15,1.24e+15,20070400
2500,5.6513,6.0534,6.0907,1.19e+15,1.26e+15,20480000
2550,5.8024,6.0455,6.0739,1.21e+15,1.29e+15,20889600
2600,5.6387,6.0391,6.0633,1.23e+15,1.32e+15,21299200
2650,5.7563,6.0300,6.0536,1.26e+15,1.34e+15,21708800
2700,5.7034,6.0153,6.0439,1.28e+15,1.37e+15,22118400
2750,5.8081,5.9768,6.0075,1.30e+15,1.39e+15,22528000
2800,5.6312,5.9905,6.0222,1.33e+15,1.42e+15,22937600
2850,5.5937,5.9783,6.0124,1.35e+15,1.44e+15,23347200
2900,5.6655,5.9807,6.0138,1.37e+15,1.47e+15,23756800
2950,5.5567,5.9852,6.0179,1.40e+15,1.49e+15,24166400
3000,5.4806,5.9601,5.9885,1.42e+15,1.52e+15,24576000
3050,5.6163,5.9287,5.9576,1.45e+15,1.54e+15,24985600
3100,5.5581,5.9322,5.9619,1.47e+15,1.57e+15,25395200
3150,5.4917,5.9378,5.9693,1.49e+15,1.59e+15,25804800
3200,5.6433,5.9406,5.9699,1.52e+15,1.62e+15,26214400
3250,5.6639,5.9027,5.9371,1.54e+15,1.64e+15,26624000
3300,5.6102,5.9253,5.9549,1.56e+15,1.67e+15,27033600
3350,5.4343,5.9009,5.9371,1.59e+15,1.69e+15,27443200
3400,5.5950,5.8842,5.9193,1.61e+15,1.72e+15,27852800
3450,5.5231,5.8916,5.9268,1.64e+15,1.75e+15,28262400
3500,5.6534,5.9203,5.9450,1.66e+15,1.77e+15,28672000
3550,5.7648,5.8932,5.9226,1.68e+15,1.80e+15,29081600
3600,5.5566,5.8672,5.8982,1.71e+15,1.82e+15,29491200
3650,5.5486,5.8757,5.9077,1.73e+15,1.85e+15,29900800
3700,5.6029,5.8659,5.9035,1.75e+15,1.87e+15,30310400
3750,5.4927,5.8556,5.8925,1.78e+15,1.90e+15,30720000
3800,5.6155,5.8441,5.8800,1.80e+15,1.92e+15,31129600
3850,5.4304,5.8590,5.8904,1.83e+15,1.95e+15,31539200
3900,5.4986,5.8357,5.8761,1.85e+15,1.97e+15,31948800
3950,5.4332,5.8442,5.8859,1.87e+15,2.00e+15,32358400
4000,5.5774,5.8217,5.8663,1.90e+15,2.02e+15,32768000
4050,5.5526,5.8289,5.8778,1.92e+15,2.05e+15,33177600
4100,5.4485,5.8394,5.8814,1.94e+15,2.07e+15,33587200
4150,5.4370,5.8264,5.8695,1.97e+15,2.10e+15,33996800
4200,5.5360,5.8279,5.8653,1.99e+15,2.12e+15,34406400
4250,5.5180,5.8111,5.8555,2.02e+15,2.15e+15,34816000
4300,5.4094,5.7970,5.8403,2.04e+15,2.18e+15,35225600
4350,5.3200,5.7912,5.8347,2.06e+15,2.20e+15,35635200
4400,5.3615,5.8198,5.8610,2.09e+15,2.23e+15,36044800
4450,5.2361,5.8233,5.8597,2.11e+15,2.25e+15,36454400
4500,5.4833,5.8017,5.8404,2.13e+15,2.28e+15,36864000
4550,5.4424,5.7760,5.8144,2.16e+15,2.30e+15,37273600
4600,5.4434,5.7875,5.8275,2.18e+15,2.33e+15,37683200
4650,5.4395,5.7994,5.8407,2.20e+15,2.35e+15,38092800
4700,5.4062,5.8121,5.8507,2.23e+15,2.38e+15,38502400
4750,5.5241,5.7636,5.8054,2.25e+15,2.40e+15,38912000
4800,5.4493,5.7807,5.8210,2.28e+15,2.43e+15,39321600
4850,5.4628,5.7767,5.8153,2.30e+15,2.45e+15,39731200
4900,5.4395,5.7723,5.8145,2.32e+15,2.48e+15,40140800
4950,5.4745,5.7734,5.8163,2.35e+15,2.50e+15,40550400
5000,5.3816,5.7653,5.8089,2.37e+15,2.53e+15,40960000
5050,5.5164,5.7557,5.7967,2.39e+15,2.55e+15,41369600
5100,5.5366,5.7548,5.7958,2.42e+15,2.58e+15,41779200
5150,5.5099,5.7331,5.7786,2.44e+15,2.61e+15,42188800
5200,5.4804,5.7334,5.7773,2.47e+15,2.63e+15,42598400
5250,5.6212,5.7438,5.7934,2.49e+15,2.66e+15,43008000
5300,5.3159,5.7379,5.7871,2.51e+15,2.68e+15,43417600
5350,5.4564,5.7338,5.7790,2.54e+15,2.71e+15,43827200
5400,5.5041,5.7324,5.7718,2.56e+15,2.73e+15,44236800
5450,5.2746,5.7436,5.7823,2.58e+15,2.76e+15,44646400
5500,5.3960,5.7420,5.7848,2.61e+15,2.78e+15,45056000
5550,5.2954,5.7342,5.7746,2.63e+15,2.81e+15,45465600
5600,5.4739,5.7308,5.7712,2.66e+15,2.83e+15,45875200
5650,5.3175,5.7292,5.7740,2.68e+15,2.86e+15,46284800
5700,5.5198,5.7294,5.7783,2.70e+15,2.88e+15,46694400
5750,5.3296,5.7434,5.7864,2.73e+15,2.91e+15,47104000
5800,5.2754,5.7479,5.7903,2.75e+15,2.93e+15,47513600
5850,5.3092,5.7396,5.7796,2.77e+15,2.96e+15,47923200
5900,5.3471,5.7301,5.7765,2.80e+15,2.98e+15,48332800
5950,5.4342,5.7148,5.7564,2.82e+15,3.01e+15,48742400
6000,5.2729,5.7120,5.7560,2.85e+15,3.04e+15,49152000
6050,5.4686,5.7225,5.7684,2.87e+15,3.06e+15,49561600
6100,5.4974,5.7391,5.7806,2.89e+15,3.09e+15,49971200
6150,5.3430,5.7070,5.7499,2.92e+15,3.11e+15,50380800
6200,5.3893,5.7070,5.7515,2.94e+15,3.14e+15,50790400
6250,5.4208,5.7019,5.7456,2.96e+15,3.16e+15,51200000
6300,5.4234,5.7032,5.7467,2.99e+15,3.19e+15,51609600
6350,5.2841,5.7033,5.7508,3.01e+15,3.21e+15,52019200
6400,5.2113,5.6909,5.7372,3.04e+15,3.24e+15,52428800
6450,5.4819,5.6979,5.7419,3.06e+15,3.26e+15,52838400
6500,5.4050,5.6877,5.7346,3.08e+15,3.29e+15,53248000
6550,5.4327,5.6928,5.7356,3.11e+15,3.31e+15,53657600
6600,5.3002,5.6812,5.7290,3.13e+15,3.34e+15,54067200
6650,5.4621,5.6863,5.7313,3.15e+15,3.36e+15,54476800
6700,5.3127,5.6999,5.7434,3.18e+15,3.39e+15,54886400
6750,5.2337,5.6841,5.7322,3.20e+15,3.41e+15,55296000
6800,5.2934,5.6891,5.7368,3.22e+15,3.44e+15,55705600
6850,5.3628,5.6821,5.7314,3.25e+15,3.47e+15,56115200
6900,5.3995,5.6942,5.7409,3.27e+15,3.49e+15,56524800
6950,5.2969,5.6843,5.7337,3.30e+15,3.52e+15,56934400
7000,5.4176,5.7289,5.7646,3.32e+15,3.54e+15,57344000
7050,5.2219,5.6894,5.7317,3.34e+15,3.57e+15,57753600
7100,5.4077,5.6904,5.7346,3.37e+15,3.59e+15,58163200
7150,5.3679,5.6749,5.7223,3.39e+15,3.62e+15,58572800
7200,5.3551,5.6900,5.7413,3.41e+15,3.64e+15,58982400
7250,5.3825,5.6800,5.7254,3.44e+15,3.67e+15,59392000
7300,5.5284,5.6662,5.7099,3.46e+15,3.69e+15,59801600
7350,5.3530,5.6561,5.7023,3.49e+15,3.72e+15,60211200
7400,5.5164,5.6842,5.7236,3.51e+15,3.74e+15,60620800
7450,5.3609,5.6724,5.7158,3.53e+15,3.77e+15,61030400
7500,5.3563,5.6626,5.7068,3.56e+15,3.79e+15,61440000
7550,5.4232,5.6788,5.7200,3.58e+15,3.82e+15,61849600
7600,5.2647,5.6516,5.6956,3.60e+15,3.84e+15,62259200
7650,5.2813,5.6848,5.7253,3.63e+15,3.87e+15,62668800
7700,5.2920,5.6686,5.7140,3.65e+15,3.90e+15,63078400
7750,5.4206,5.6770,5.7204,3.68e+15,3.92e+15,63488000
7800,5.3138,5.6692,5.7145,3.70e+15,3.95e+15,63897600
7850,5.2954,5.6526,5.6975,3.72e+15,3.97e+15,64307200
7900,5.3298,5.6685,5.7134,3.75e+15,4.00e+15,64716800
7950,5.3941,5.6529,5.6946,3.77e+15,4.02e+15,65126400
8000,5.3118,5.6439,5.6882,3.79e+15,4.05e+15,65536000
8050,5.3651,5.6421,5.6828,3.82e+15,4.07e+15,65945600
8100,5.3933,5.6328,5.6794,3.84e+15,4.10e+15,66355200
8150,5.3714,5.6355,5.6833,3.87e+15,4.12e+15,66764800
8200,5.3322,5.6286,5.6743,3.89e+15,4.15e+15,67174400
8250,5.1790,5.6480,5.6926,3.91e+15,4.17e+15,67584000
8300,5.3789,5.6367,5.6826,3.94e+15,4.20e+15,67993600
8350,5.4774,5.6401,5.6859,3.96e+15,4.22e+15,68403200
8400,5.4252,5.6278,5.6747,3.98e+15,4.25e+15,68812800
8450,5.2895,5.6356,5.6829,4.01e+15,4.27e+15,69222400
8500,5.3925,5.6466,5.6908,4.03e+15,4.30e+15,69632000
8550,5.3211,5.6360,5.6848,4.05e+15,4.33e+15,70041600
8600,5.3741,5.6438,5.6905,4.08e+15,4.35e+15,70451200
8650,5.3151,5.6416,5.6892,4.10e+15,4.38e+15,70860800
8700,5.3406,5.6326,5.6808,4.13e+15,4.40e+15,71270400
8750,5.3028,5.6230,5.6721,4.15e+15,4.43e+15,71680000
8800,5.3337,5.6124,5.6619,4.17e+15,4.45e+15,72089600
8850,5.4431,5.6335,5.6830,4.20e+15,4.48e+15,72499200
8900,5.3561,5.6509,5.6957,4.22e+15,4.50e+15,72908800
8950,5.3541,5.6128,5.6597,4.24e+15,4.53e+15,73318400
9000,5.4411,5.6166,5.6618,4.27e+15,4.55e+15,73728000
9050,5.3820,5.6103,5.6579,4.29e+15,4.58e+15,74137600
9100,5.2629,5.6307,5.6814,4.32e+15,4.60e+15,74547200
9150,5.2365,5.6125,5.6577,4.34e+15,4.63e+15,74956800
9200,5.3002,5.6211,5.6643,4.36e+15,4.65e+15,75366400
9250,5.3689,5.6116,5.6576,4.39e+15,4.68e+15,75776000
9300,5.2190,5.6330,5.6778,4.41e+15,4.70e+15,76185600
9350,5.3307,5.6083,5.6558,4.43e+15,4.73e+15,76595200
9400,5.3896,5.6129,5.6573,4.46e+15,4.76e+15,77004800
9450,5.3573,5.6280,5.6725,4.48e+15,4.78e+15,77414400
9500,5.3294,5.6242,5.6683,4.51e+15,4.81e+15,77824000
9550,5.2598,5.6130,5.6587,4.53e+15,4.83e+15,78233600
9600,5.3442,5.6206,5.6700,4.55e+15,4.86e+15,78643200
9650,5.1830,5.6202,5.6700,4.58e+15,4.88e+15,79052800
9700,5.2706,5.6239,5.6648,4.60e+15,4.91e+15,79462400
9750,5.4465,5.6390,5.6775,4.62e+15,4.93e+15,79872000
9800,5.1290,5.6179,5.6604,4.65e+15,4.96e+15,80281600
9850,5.3136,5.6253,5.6699,4.67e+15,4.98e+15,80691200
9900,5.3066,5.6158,5.6601,4.70e+15,5.01e+15,81100800
9950,5.3286,5.6326,5.6723,4.72e+15,5.03e+15,81510400
10000,5.3676,5.6065,5.6538,4.74e+15,5.06e+15,81920000
10050,5.4821,5.6045,5.6486,4.77e+15,5.08e+15,82329600
10100,5.2711,5.6052,5.6498,4.79e+15,5.11e+15,82739200
10150,5.0968,5.6239,5.6687,4.81e+15,5.13e+15,83148800
10200,5.1911,5.6059,5.6546,4.84e+15,5.16e+15,83558400
10250,5.2569,5.6091,5.6567,4.86e+15,5.19e+15,83968000
10300,5.3740,5.5965,5.6438,4.88e+15,5.21e+15,84377600
10350,5.2840,5.6353,5.6743,4.91e+15,5.24e+15,84787200
10400,5.3731,5.5964,5.6406,4.93e+15,5.26e+15,85196800
10450,5.3997,5.5880,5.6364,4.96e+15,5.29e+15,85606400
10500,5.2473,5.6066,5.6537,4.98e+15,5.31e+15,86016000
10550,5.3800,5.5983,5.6468,5.00e+15,5.34e+15,86425600
10600,5.2248,5.5807,5.6292,5.03e+15,5.36e+15,86835200
10650,5.2127,5.5902,5.6379,5.05e+15,5.39e+15,87244800
10700,5.4341,5.5871,5.6294,5.07e+15,5.41e+15,87654400
10750,5.4194,5.6019,5.6460,5.10e+15,5.44e+15,88064000
10800,5.3367,5.5861,5.6309,5.12e+15,5.46e+15,88473600
10850,5.1405,5.5888,5.6318,5.15e+15,5.49e+15,88883200
10900,5.3024,5.5920,5.6373,5.17e+15,5.51e+15,89292800
10950,5.2627,5.5864,5.6302,5.19e+15,5.54e+15,89702400
11000,5.1513,5.6046,5.6467,5.22e+15,5.56e+15,90112000
11050,5.2796,5.5704,5.6207,5.24e+15,5.59e+15,90521600
11100,5.2934,5.5873,5.6354,5.26e+15,5.62e+15,90931200
11150,5.3968,5.5885,5.6328,5.29e+15,5.64e+15,91340800
11200,5.3472,5.5878,5.6378,5.31e+15,5.67e+15,91750400
11250,5.1889,5.5777,5.6245,5.34e+15,5.69e+15,92160000
11300,5.2176,5.5990,5.6466,5.36e+15,5.72e+15,92569600
11350,5.1788,5.5993,5.6470,5.38e+15,5.74e+15,92979200
11400,5.4072,5.5844,5.6348,5.41e+15,5.77e+15,93388800
11450,5.2473,5.5817,5.6268,5.43e+15,5.79e+15,93798400
11500,5.3411,5.5913,5.6361,5.45e+15,5.82e+15,94208000
11550,5.2537,5.5924,5.6407,5.48e+15,5.84e+15,94617600
11600,5.2752,5.5729,5.6204,5.50e+15,5.87e+15,95027200
11650,5.2136,5.5950,5.6403,5.53e+15,5.89e+15,95436800
11700,5.4185,5.5771,5.6247,5.55e+15,5.92e+15,95846400
11750,5.2358,5.5967,5.6425,5.57e+15,5.94e+15,96256000
11800,5.3186,5.5964,5.6466,5.60e+15,5.97e+15,96665600
11850,5.3877,5.5969,5.6422,5.62e+15,5.99e+15,97075200
11900,5.3942,5.5778,5.6298,5.64e+15,6.02e+15,97484800
11950,5.3123,5.5805,5.6295,5.67e+15,6.05e+15,97894400
12000,5.3052,5.5787,5.6299,5.69e+15,6.07e+15,98304000
12050,5.2408,5.5781,5.6268,5.71e+15,6.10e+15,98713600
12100,5.2796,5.5758,5.6230,5.74e+15,6.12e+15,99123200
12150,5.3771,5.5836,5.6297,5.76e+15,6.15e+15,99532800
12200,5.3083,5.5772,5.6257,5.79e+15,6.17e+15,99942400
12250,5.2962,5.5711,5.6218,5.81e+15,6.20e+15,100352000
12300,5.4522,5.5724,5.6253,5.83e+15,6.22e+15,100761600
12350,5.2694,5.5790,5.6213,5.86e+15,6.25e+15,101171200
12400,5.3543,5.5622,5.6084,5.88e+15,6.27e+15,101580800
12450,5.2700,5.5944,5.6346,5.90e+15,6.30e+15,101990400
12500,5.2834,5.5739,5.6191,5.93e+15,6.32e+15,102400000
12550,5.3277,5.5604,5.6112,5.95e+15,6.35e+15,102809600
12600,5.2159,5.5569,5.6076,5.98e+15,6.37e+15,103219200
12650,5.2419,5.5822,5.6309,6.00e+15,6.40e+15,103628800
12700,5.1646,5.5726,5.6170,6.02e+15,6.42e+15,104038400
12750,5.2538,5.5902,5.6373,6.05e+15,6.45e+15,104448000
12800,5.2753,5.5787,5.6263,6.07e+15,6.48e+15,104857600
12850,5.1840,5.5702,5.6196,6.09e+15,6.50e+15,105267200
12900,5.4047,5.5697,5.6206,6.12e+15,6.53e+15,105676800
12950,5.3306,5.5641,5.6148,6.14e+15,6.55e+15,106086400
13000,5.2353,5.5690,5.6178,6.17e+15,6.58e+15,106496000
13050,5.1771,5.5679,5.6180,6.19e+15,6.60e+15,106905600
13100,5.1430,5.5753,5.6199,6.21e+15,6.63e+15,107315200
13150,5.2520,5.5574,5.6042,6.24e+15,6.65e+15,107724800
13200,5.3365,5.5490,5.5962,6.26e+15,6.68e+15,108134400
13250,5.2091,5.5603,5.6073,6.28e+15,6.70e+15,108544000
13300,5.2521,5.5571,5.6085,6.31e+15,6.73e+15,108953600
13350,5.2965,5.5670,5.6166,6.33e+15,6.75e+15,109363200
13400,5.3406,5.5568,5.6043,6.36e+15,6.78e+15,109772800
13450,5.2388,5.5654,5.6146,6.38e+15,6.80e+15,110182400
13500,5.3739,5.5654,5.6192,6.40e+15,6.83e+15,110592000
13550,5.1529,5.5814,5.6276,6.43e+15,6.85e+15,111001600
13600,5.2447,5.5646,5.6169,6.45e+15,6.88e+15,111411200
13650,5.3217,5.5750,5.6229,6.47e+15,6.91e+15,111820800
13700,5.3189,5.5603,5.6108,6.50e+15,6.93e+15,112230400
13750,5.2461,5.5638,5.6088,6.52e+15,6.96e+15,112640000
13800,5.2967,5.5492,5.5968,6.54e+15,6.98e+15,113049600
13850,5.2455,5.5478,5.5939,6.57e+15,7.01e+15,113459200
13900,5.1865,5.5456,5.5977,6.59e+15,7.03e+15,113868800
13950,5.1683,5.5554,5.6043,6.62e+15,7.06e+15,114278400
14000,5.1089,5.5548,5.6073,6.64e+15,7.08e+15,114688000
14050,5.2343,5.5485,5.5981,6.66e+15,7.11e+15,115097600
14100,5.2608,5.5557,5.6032,6.69e+15,7.13e+15,115507200
14150,5.2223,5.5518,5.6019,6.71e+15,7.16e+15,115916800
14200,5.2024,5.5549,5.6035,6.73e+15,7.18e+15,116326400
14250,5.2896,5.5731,5.6142,6.76e+15,7.21e+15,116736000
14300,5.2546,5.5361,5.5842,6.78e+15,7.23e+15,117145600
14350,5.2754,5.5466,5.5950,6.81e+15,7.26e+15,117555200
14400,5.2094,5.5526,5.5965,6.83e+15,7.28e+15,117964800
14450,5.2816,5.5666,5.6115,6.85e+15,7.31e+15,118374400
14500,5.1048,5.5452,5.5923,6.88e+15,7.34e+15,118784000
14550,5.2917,5.5646,5.6156,6.90e+15,7.36e+15,119193600
14600,5.3017,5.5332,5.5814,6.92e+15,7.39e+15,119603200
14650,5.2204,5.5319,5.5828,6.95e+15,7.41e+15,120012800
14700,5.2439,5.5365,5.5867,6.97e+15,7.44e+15,120422400
14750,5.2330,5.5314,5.5797,7.00e+15,7.46e+15,120832000
14800,5.2718,5.5396,5.5876,7.02e+15,7.49e+15,121241600
14850,5.3188,5.5546,5.5986,7.04e+15,7.51e+15,121651200
14900,5.2136,5.5480,5.5954,7.07e+15,7.54e+15,122060800
14950,5.1887,5.5374,5.5811,7.09e+15,7.56e+15,122470400
15000,5.2464,5.5610,5.6090,7.11e+15,7.59e+15,122880000
15050,5.3553,5.5394,5.5865,7.14e+15,7.61e+15,123289600
15100,5.1404,5.5377,5.5904,7.16e+15,7.64e+15,123699200
15150,5.0405,5.5251,5.5753,7.19e+15,7.66e+15,124108800
15200,5.2467,5.5453,5.5883,7.21e+15,7.69e+15,124518400
15250,5.2356,5.5325,5.5828,7.23e+15,7.71e+15,124928000
15300,5.2247,5.5437,5.5863,7.26e+15,7.74e+15,125337600
15350,5.3043,5.5481,5.5947,7.28e+15,7.77e+15,125747200
15400,5.1467,5.5401,5.5880,7.30e+15,7.79e+15,126156800
15450,5.2805,5.5327,5.5808,7.33e+15,7.82e+15,126566400
15500,5.1923,5.5381,5.5871,7.35e+15,7.84e+15,126976000
15550,5.3498,5.5507,5.5942,7.37e+15,7.87e+15,127385600
15600,5.2590,5.5400,5.5911,7.40e+15,7.89e+15,127795200
15650,5.2101,5.5299,5.5798,7.42e+15,7.92e+15,128204800
15700,5.3867,5.5489,5.5938,7.45e+15,7.94e+15,128614400
15750,5.1873,5.5286,5.5755,7.47e+15,7.97e+15,129024000
15800,5.2617,5.5448,5.5899,7.49e+15,7.99e+15,129433600
15850,5.2746,5.5310,5.5836,7.52e+15,8.02e+15,129843200
15900,5.2321,5.5271,5.5772,7.54e+15,8.04e+15,130252800
15950,5.1380,5.5399,5.5861,7.56e+15,8.07e+15,130662400
16000,5.2495,5.5320,5.5840,7.59e+15,8.09e+15,131072000
16050,5.1753,5.5180,5.5714,7.61e+15,8.12e+15,131481600
16100,5.2149,5.5242,5.5722,7.64e+15,8.14e+15,131891200
16150,5.2798,5.5317,5.5813,7.66e+15,8.17e+15,132300800
16200,5.3061,5.5467,5.5854,7.68e+15,8.20e+15,132710400
16250,5.2562,5.5190,5.5690,7.71e+15,8.22e+15,133120000
16300,5.1762,5.5319,5.5809,7.73e+15,8.25e+15,133529600
16350,5.3082,5.5370,5.5809,7.75e+15,8.27e+15,133939200
16400,5.1462,5.5261,5.5738,7.78e+15,8.30e+15,134348800
16450,5.2152,5.5041,5.5576,7.80e+15,8.32e+15,134758400
16500,5.2354,5.5155,5.5666,7.83e+15,8.35e+15,135168000
16550,5.3960,5.5243,5.5796,7.85e+15,8.37e+15,135577600
16600,5.2957,5.5266,5.5749,7.87e+15,8.40e+15,135987200
16650,5.2960,5.5177,5.5659,7.90e+15,8.42e+15,136396800
16700,5.2131,5.5114,5.5597,7.92e+15,8.45e+15,136806400
16750,5.2447,5.5338,5.5777,7.94e+15,8.47e+15,137216000
16800,5.3656,5.5207,5.5649,7.97e+15,8.50e+15,137625600
16850,5.1544,5.5299,5.5754,7.99e+15,8.52e+15,138035200
16900,5.1384,5.5104,5.5623,8.02e+15,8.55e+15,138444800
16950,5.1249,5.5248,5.5751,8.04e+15,8.57e+15,138854400
17000,5.3527,5.5168,5.5685,8.06e+15,8.60e+15,139264000
17050,5.2184,5.5239,5.5654,8.09e+15,8.63e+15,139673600
17100,5.2426,5.5095,5.5567,8.11e+15,8.65e+15,140083200
17150,5.0524,5.5239,5.5710,8.13e+15,8.68e+15,140492800
17200,5.1888,5.5012,5.5499,8.16e+15,8.70e+15,140902400
17250,4.9897,5.5091,5.5592,8.18e+15,8.73e+15,141312000
17300,5.2639,5.5060,5.5516,8.20e+15,8.75e+15,141721600
17350,5.2351,5.5256,5.5726,8.23e+15,8.78e+15,142131200
17400,5.2424,5.5408,5.5865,8.25e+15,8.80e+15,142540800
17450,5.1907,5.4981,5.5472,8.28e+15,8.83e+15,142950400
17500,5.4369,5.5125,5.5637,8.30e+15,8.85e+15,143360000
17550,5.1294,5.5102,5.5579,8.32e+15,8.88e+15,143769600
17600,5.2810,5.5002,5.5449,8.35e+15,8.90e+15,144179200
17650,5.2868,5.4928,5.5429,8.37e+15,8.93e+15,144588800
17700,5.2787,5.4961,5.5460,8.39e+15,8.95e+15,144998400
17750,5.1915,5.5052,5.5468,8.42e+15,8.98e+15,145408000
17800,5.1266,5.5013,5.5446,8.44e+15,9.00e+15,145817600
17850,5.2273,5.4933,5.5392,8.47e+15,9.03e+15,146227200
17900,5.2728,5.5067,5.5532,8.49e+15,9.06e+15,146636800
17950,5.2319,5.4894,5.5359,8.51e+15,9.08e+15,147046400
18000,5.1346,5.4966,5.5397,8.54e+15,9.11e+15,147456000
18050,5.3293,5.4850,5.5310,8.56e+15,9.13e+15,147865600
18100,5.2914,5.4870,5.5344,8.58e+15,9.16e+15,148275200
18150,5.1468,5.4892,5.5379,8.61e+15,9.18e+15,148684800
18200,5.2335,5.4983,5.5432,8.63e+15,9.21e+15,149094400
18250,5.2370,5.5039,5.5520,8.66e+15,9.23e+15,149504000
18300,5.1169,5.4848,5.5309,8.68e+15,9.26e+15,149913600
18350,5.3034,5.4828,5.5302,8.70e+15,9.28e+15,150323200
18400,5.2149,5.4960,5.5395,8.73e+15,9.31e+15,150732800
18450,5.1170,5.4858,5.5335,8.75e+15,9.33e+15,151142400
18500,5.2250,5.4998,5.5465,8.77e+15,9.36e+15,151552000
18550,5.1166,5.5075,5.5547,8.80e+15,9.38e+15,151961600
18600,5.2059,5.4964,5.5446,8.82e+15,9.41e+15,152371200
18650,4.9959,5.5171,5.5537,8.85e+15,9.43e+15,152780800
18700,5.3128,5.4855,5.5297,8.87e+15,9.46e+15,153190400
18750,5.1824,5.4850,5.5297,8.89e+15,9.49e+15,153600000
18800,5.3713,5.4825,5.5298,8.92e+15,9.51e+15,154009600
18850,5.0531,5.4848,5.5291,8.94e+15,9.54e+15,154419200
18900,5.0946,5.4843,5.5315,8.96e+15,9.56e+15,154828800
18950,5.1733,5.4903,5.5308,8.99e+15,9.59e+15,155238400
19000,5.0466,5.4872,5.5300,9.01e+15,9.61e+15,155648000
19050,5.0092,5.4758,5.5198,9.03e+15,9.64e+15,156057600
19100,5.0455,5.4875,5.5371,9.06e+15,9.66e+15,156467200
19150,5.2633,5.4868,5.5327,9.08e+15,9.69e+15,156876800
19200,5.0470,5.4783,5.5255,9.11e+15,9.71e+15,157286400
19250,5.3035,5.4918,5.5354,9.13e+15,9.74e+15,157696000
19300,5.1321,5.4754,5.5230,9.15e+15,9.76e+15,158105600
19350,5.1314,5.5281,5.5600,9.18e+15,9.79e+15,158515200
