step,training_loss,validation_loss,total_flops_profiler,theoretical_flops,tokens
200,7.8189,7.8925,2.50e+14,2.52e+14,1638400
400,7.2131,7.2123,5.00e+14,5.03e+14,3276800
600,6.9401,6.9399,7.51e+14,7.55e+14,4915200
800,6.6542,6.8016,1.00e+15,1.01e+15,6553600
1000,6.6390,6.7191,1.25e+15,1.26e+15,8192000
1200,6.4680,6.6634,1.50e+15,1.51e+15,9830400
1400,6.6029,6.6250,1.75e+15,1.76e+15,11468800
1600,6.4605,6.6047,2.00e+15,2.01e+15,13107200
