step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
2450,6.7870,6.5834,6.5932,3.87e+14,4.01e+14,20070400
2500,6.7371,6.5301,6.5388,3.95e+14,4.10e+14,20480000
2550,6.7262,6.5234,6.5287,4.03e+14,4.18e+14,20889600
2600,6.7604,6.5192,6.5263,4.11e+14,4.26e+14,21299200
2650,6.8067,6.5611,6.5702,4.19e+14,4.34e+14,21708800
2700,6.8048,6.5512,6.5615,4.27e+14,4.42e+14,22118400
2750,6.7323,6.5221,6.5287,4.35e+14,4.51e+14,22528000
2800,6.7557,6.5047,6.5111,4.43e+14,4.59e+14,22937600
2850,6.7782,6.5129,6.5206,4.50e+14,4.67e+14,23347200
2900,6.7028,6.5013,6.5066,4.58e+14,4.75e+14,23756800
2950,6.8170,6.5049,6.5134,4.66e+14,4.83e+14,24166400
3000,6.7672,6.5019,6.5088,4.74e+14,4.92e+14,24576000
3050,6.8444,6.5067,6.5147,4.82e+14,5.00e+14,24985600
3100,6.7978,6.4996,6.5079,4.90e+14,5.08e+14,25395200
3150,6.8677,6.4933,6.5021,4.98e+14,5.16e+14,25804800
3200,6.7267,6.4805,6.4866,5.06e+14,5.24e+14,26214400
3250,6.6940,6.4779,6.4857,5.14e+14,5.32e+14,26624000
3300,6.8491,6.4831,6.4906,5.22e+14,5.41e+14,27033600
3350,6.6662,6.4816,6.4873,5.29e+14,5.49e+14,27443200
3400,6.6979,6.4730,6.4815,5.37e+14,5.57e+14,27852800
3450,6.6374,6.4792,6.4866,5.45e+14,5.65e+14,28262400
3500,6.8269,6.4828,6.4922,5.53e+14,5.73e+14,28672000
3550,6.7122,6.4759,6.4836,5.61e+14,5.82e+14,29081600
3600,6.8005,6.4642,6.4717,5.69e+14,5.90e+14,29491200
3650,6.8263,6.4663,6.4752,5.77e+14,5.98e+14,29900800
3700,6.6183,6.4597,6.4674,5.85e+14,6.06e+14,30310400
3750,6.7510,6.4488,6.4559,5.93e+14,6.14e+14,30720000
3800,6.6959,6.4763,6.4853,6.01e+14,6.23e+14,31129600
3850,6.8293,6.4679,6.4778,6.09e+14,6.31e+14,31539200
3900,6.7873,6.4568,6.4661,6.16e+14,6.39e+14,31948800
3950,6.6820,6.4615,6.4700,6.24e+14,6.47e+14,32358400
4000,6.6837,6.4490,6.4565,6.32e+14,6.55e+14,32768000
4050,6.5710,6.4501,6.4583,6.40e+14,6.64e+14,33177600
4100,6.6911,6.4521,6.4596,6.48e+14,6.72e+14,33587200
4150,6.6412,6.4369,6.4449,6.56e+14,6.80e+14,33996800
4200,6.8012,6.4414,6.4514,6.64e+14,6.88e+14,34406400
4250,6.6950,6.4406,6.4494,6.72e+14,6.96e+14,34816000
4300,6.8740,6.4478,6.4571,6.80e+14,7.04e+14,35225600
4350,6.7209,6.4355,6.4435,6.88e+14,7.13e+14,35635200
4400,6.7247,6.4336,6.4424,6.95e+14,7.21e+14,36044800
4450,6.6936,6.4257,6.4340,7.03e+14,7.29e+14,36454400
4500,6.6403,6.4284,6.4369,7.11e+14,7.37e+14,36864000
4550,6.6563,6.4529,6.4634,7.19e+14,7.45e+14,37273600
4600,6.5609,6.4356,6.4460,7.27e+14,7.54e+14,37683200
4650,6.5744,6.4304,6.4383,7.35e+14,7.62e+14,38092800
4700,6.7128,6.4397,6.4487,7.43e+14,7.70e+14,38502400
4750,6.6160,6.4251,6.4332,7.51e+14,7.78e+14,38912000
4800,6.7166,6.4298,6.4383,7.59e+14,7.86e+14,39321600
4850,6.6783,6.4231,6.4323,7.67e+14,7.95e+14,39731200
4900,6.6310,6.4136,6.4219,7.75e+14,8.03e+14,40140800
4950,6.7524,6.4152,6.4233,7.82e+14,8.11e+14,40550400
5000,6.6573,6.4069,6.4155,7.90e+14,8.19e+14,40960000
5050,6.8370,6.4153,6.4254,7.98e+14,8.27e+14,41369600
5100,6.7127,6.4120,6.4206,8.06e+14,8.36e+14,41779200
5150,6.8075,6.4094,6.4183,8.14e+14,8.44e+14,42188800
5200,6.6528,6.4038,6.4134,8.22e+14,8.52e+14,42598400
5250,6.7795,6.4134,6.4225,8.30e+14,8.60e+14,43008000
5300,6.7160,6.3932,6.4022,8.38e+14,8.68e+14,43417600
5350,6.6596,6.3998,6.4092,8.46e+14,8.77e+14,43827200
5400,6.5586,6.3867,6.3964,8.54e+14,8.85e+14,44236800
5450,6.6755,6.3926,6.4022,8.61e+14,8.93e+14,44646400
5500,6.5734,6.3971,6.4066,8.69e+14,9.01e+14,45056000
5550,6.6894,6.4037,6.4136,8.77e+14,9.09e+14,45465600
5600,6.7333,6.3809,6.3901,8.85e+14,9.17e+14,45875200
5650,6.6265,6.3841,6.3928,8.93e+14,9.26e+14,46284800
5700,6.6745,6.3780,6.3874,9.01e+14,9.34e+14,46694400
5750,6.7381,6.3810,6.3921,9.09e+14,9.42e+14,47104000
5800,6.6328,6.3779,6.3877,9.17e+14,9.50e+14,47513600
5850,6.6051,6.3775,6.3871,9.25e+14,9.58e+14,47923200
5900,6.6772,6.3759,6.3844,9.33e+14,9.67e+14,48332800
5950,6.8508,6.3774,6.3876,9.41e+14,9.75e+14,48742400
6000,6.6785,6.3731,6.3832,9.48e+14,9.83e+14,49152000
6050,6.7902,6.3773,6.3864,9.56e+14,9.91e+14,49561600
6100,6.6005,6.3688,6.3788,9.64e+14,9.99e+14,49971200
6150,6.5642,6.3683,6.3783,9.72e+14,1.01e+15,50380800
6200,6.6811,6.3733,6.3829,9.80e+14,1.02e+15,50790400
6250,6.6110,6.3718,6.3808,9.88e+14,1.02e+15,51200000
6300,6.6380,6.3700,6.3800,9.96e+14,1.03e+15,51609600
6350,6.6317,6.3634,6.3731,1.00e+15,1.04e+15,52019200
6400,6.7329,6.3643,6.3744,1.01e+15,1.05e+15,52428800
6450,6.6538,6.3594,6.3688,1.02e+15,1.06e+15,52838400
6500,6.5964,6.3664,6.3763,1.03e+15,1.06e+15,53248000
6550,6.6087,6.3566,6.3658,1.04e+15,1.07e+15,53657600
6600,6.5998,6.3596,6.3693,1.04e+15,1.08e+15,54067200
6650,6.6409,6.3506,6.3608,1.05e+15,1.09e+15,54476800
6700,6.6655,6.3604,6.3706,1.06e+15,1.10e+15,54886400
6750,6.7173,6.3596,6.3694,1.07e+15,1.11e+15,55296000
6800,6.6922,6.3549,6.3650,1.07e+15,1.11e+15,55705600
6850,6.7226,6.3553,6.3658,1.08e+15,1.12e+15,56115200
6900,6.5230,6.3560,6.3661,1.09e+15,1.13e+15,56524800
6950,6.6391,6.3511,6.3613,1.10e+15,1.14e+15,56934400
7000,6.6861,6.3557,6.3660,1.11e+15,1.15e+15,57344000
7050,6.7122,6.3515,6.3617,1.11e+15,1.16e+15,57753600
7100,6.6230,6.3445,6.3546,1.12e+15,1.16e+15,58163200
7150,6.6496,6.3521,6.3614,1.13e+15,1.17e+15,58572800
7200,6.5231,6.3515,6.3612,1.14e+15,1.18e+15,58982400
7250,6.6427,6.3471,6.3569,1.15e+15,1.19e+15,59392000
7300,6.5861,6.3466,6.3560,1.15e+15,1.20e+15,59801600
7350,6.6644,6.3495,6.3598,1.16e+15,1.20e+15,60211200
7400,6.7191,6.3471,6.3579,1.17e+15,1.21e+15,60620800
7450,6.6100,6.3417,6.3524,1.18e+15,1.22e+15,61030400
7500,6.6232,6.3400,6.3501,1.19e+15,1.23e+15,61440000
7550,6.7230,6.3389,6.3493,1.19e+15,1.24e+15,61849600
7600,6.6864,6.3405,6.3510,1.20e+15,1.25e+15,62259200
7650,6.7223,6.3389,6.3486,1.21e+15,1.25e+15,62668800
7700,6.7494,6.3424,6.3526,1.22e+15,1.26e+15,63078400
7750,6.6547,6.3424,6.3530,1.23e+15,1.27e+15,63488000
7800,6.6301,6.3399,6.3503,1.23e+15,1.28e+15,63897600
7850,6.6556,6.3448,6.3546,1.24e+15,1.29e+15,64307200
7900,6.6779,6.3387,6.3481,1.25e+15,1.29e+15,64716800
7950,6.6391,6.3343,6.3444,1.26e+15,1.30e+15,65126400
8000,6.5896,6.3345,6.3442,1.26e+15,1.31e+15,65536000
8050,6.5141,6.3342,6.3447,1.27e+15,1.32e+15,65945600
8100,6.5456,6.3340,6.3438,1.28e+15,1.33e+15,66355200
8150,6.6532,6.3361,6.3465,1.29e+15,1.34e+15,66764800
8200,6.6767,6.3308,6.3413,1.30e+15,1.34e+15,67174400
8250,6.5590,6.3308,6.3413,1.30e+15,1.35e+15,67584000
8300,6.6188,6.3335,6.3444,1.31e+15,1.36e+15,67993600
8350,6.5517,6.3293,6.3398,1.32e+15,1.37e+15,68403200
8400,6.6560,6.3319,6.3420,1.33e+15,1.38e+15,68812800
8450,6.5653,6.3286,6.3389,1.34e+15,1.38e+15,69222400
8500,6.7046,6.3332,6.3437,1.34e+15,1.39e+15,69632000
8550,6.4965,6.3260,6.3359,1.35e+15,1.40e+15,70041600
8600,6.6743,6.3275,6.3381,1.36e+15,1.41e+15,70451200
