step,training_loss,validation_loss,total_flops_profiler,theoretical_flops,tokens
200,7.7015,7.8001,4.33e+13,4.38e+13,1638400
400,7.7474,7.7616,8.66e+13,8.77e+13,3276800
600,7.7469,7.7505,1.30e+14,1.32e+14,4915200
800,7.5946,7.7460,1.73e+14,1.75e+14,6553600
1000,7.6860,7.7428,2.17e+14,2.19e+14,8192000
1200,7.5742,7.7413,2.60e+14,2.63e+14,9830400
1400,7.7433,7.7390,3.03e+14,3.07e+14,11468800
1600,7.6322,7.7369,3.46e+14,3.51e+14,13107200
