step,training_loss,validation_loss,total_flops_profiler,theoretical_flops,tokens
200,6.7889,6.8934,3.36e+13,3.36e+13,1638400
400,6.3245,6.3342,6.71e+13,6.71e+13,3276800
600,6.0382,6.0811,1.01e+14,1.01e+14,4915200
800,5.7848,5.9222,1.34e+14,1.34e+14,6553600
1000,5.6475,5.8196,1.68e+14,1.68e+14,8192000
1200,5.4710,5.7398,2.01e+14,2.01e+14,9830400
1400,5.5390,5.6887,2.35e+14,2.35e+14,11468800
1600,5.4175,5.6540,2.69e+14,2.68e+14,13107200
