step,training_loss,validation_loss,total_flops_profiler,theoretical_flops,tokens
200,7.7275,7.8213,1.09e+14,1.10e+14,1638400
400,7.8586,7.7687,2.19e+14,2.20e+14,3276800
600,7.7568,7.7564,3.28e+14,3.30e+14,4915200
800,7.5958,7.7492,4.37e+14,4.41e+14,6553600
1000,7.6868,7.7425,5.46e+14,5.51e+14,8192000
1200,7.5720,7.7408,6.56e+14,6.61e+14,9830400
1400,7.7358,7.7351,7.65e+14,7.71e+14,11468800
1600,7.6277,7.7311,8.74e+14,8.81e+14,13107200
