step,training_loss,validation_loss,total_flops_profiler,theoretical_flops,tokens
200,6.5828,6.6870,4.32e+13,4.32e+13,1638400
400,6.2406,6.2483,8.63e+13,8.63e+13,3276800
600,5.9791,6.0194,1.29e+14,1.29e+14,4915200
800,5.7189,5.8598,1.73e+14,1.73e+14,6553600
1000,5.5574,5.7495,2.16e+14,2.16e+14,8192000
1200,5.3826,5.6580,2.59e+14,2.59e+14,9830400
1400,5.3978,5.5906,3.02e+14,3.02e+14,11468800
1600,5.3077,5.5425,3.45e+14,3.45e+14,13107200
