step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,7.7201,7.9625,7.9619,3.93e+13,4.51e+13,1638400
400,7.6397,7.9068,7.9063,7.89e+13,9.02e+13,3276800
600,7.8939,7.8784,7.8779,1.18e+14,1.35e+14,4915200
800,7.7007,7.8800,7.8797,1.58e+14,1.80e+14,6553600
1000,7.6851,7.8905,7.8902,1.97e+14,2.26e+14,8192000
1200,26.0657,27.1509,27.1127,2.37e+14,2.71e+14,9830400
1400,31.2670,29.5915,29.5423,2.76e+14,3.16e+14,11468800
1600,35.6353,36.2082,36.1367,3.16e+14,3.61e+14,13107200
1800,35.8683,29.9150,29.8683,3.56e+14,4.06e+14,14745600
2000,26.6143,27.2122,27.2073,3.95e+14,4.51e+14,16384000
2200,28.1452,28.3982,28.3952,4.35e+14,4.96e+14,18022400
2400,27.1849,30.4170,30.4044,4.74e+14,5.41e+14,19660800
2600,33.3853,32.7191,32.7569,5.14e+14,5.86e+14,21299200
2800,27.6648,29.1960,29.2730,5.53e+14,6.32e+14,22937600
3000,30.1657,31.1280,31.2152,5.93e+14,6.77e+14,24576000
3200,31.7172,31.0448,31.1259,6.32e+14,7.22e+14,26214400
3400,29.2838,29.9959,30.0855,6.72e+14,7.67e+14,27852800
3600,30.7102,30.1881,30.2742,7.11e+14,8.12e+14,29491200
3800,29.0791,33.3610,33.3878,7.51e+14,8.57e+14,31129600
4000,26.9564,35.1781,35.2108,7.90e+14,9.02e+14,32768000
4200,26.0528,27.8087,27.9025,8.30e+14,9.47e+14,34406400
4400,25.7943,26.1641,26.2622,8.69e+14,9.93e+14,36044800
4600,26.3892,26.7181,26.8173,9.09e+14,1.04e+15,37683200
4800,24.5093,25.0560,25.1650,9.48e+14,1.08e+15,39321600
5000,22.5384,24.2822,24.3999,9.88e+14,1.13e+15,40960000
5200,22.4459,23.0884,23.2099,1.03e+15,1.17e+15,42598400
5400,23.6135,24.7053,24.8108,1.07e+15,1.22e+15,44236800
5600,19.9623,21.2825,21.4122,1.11e+15,1.26e+15,45875200
5800,20.9497,20.3939,20.5269,1.15e+15,1.31e+15,47513600
6000,18.5838,19.6724,19.8036,1.19e+15,1.35e+15,49152000
6200,18.6790,18.6416,18.7788,1.23e+15,1.40e+15,50790400
6400,17.2044,17.9369,18.0734,1.26e+15,1.44e+15,52428800
6600,15.4569,17.2366,17.3721,1.30e+15,1.49e+15,54067200
6800,15.5150,16.8665,17.0014,1.34e+15,1.53e+15,55705600
7000,14.6954,15.6879,15.8284,1.38e+15,1.58e+15,57344000
7200,13.9109,15.0385,15.1727,1.42e+15,1.62e+15,58982400
7400,13.1174,14.7375,14.8756,1.46e+15,1.67e+15,60620800
7600,13.1719,14.0603,14.2013,1.50e+15,1.71e+15,62259200
7800,12.7135,13.6105,13.7528,1.54e+15,1.76e+15,63897600
8000,13.6558,13.2820,13.4222,1.58e+15,1.80e+15,65536000
8200,11.7741,12.9215,13.0622,1.62e+15,1.85e+15,67174400
8400,11.6335,12.6530,12.7924,1.66e+15,1.89e+15,68812800
8600,13.5255,12.4096,12.5517,1.70e+15,1.94e+15,70451200
8800,11.7190,12.1737,12.3152,1.74e+15,1.99e+15,72089600
9000,12.5086,11.9659,12.1094,1.78e+15,2.03e+15,73728000
9200,12.7528,11.7835,11.9276,1.82e+15,2.08e+15,75366400
9400,11.0840,11.6098,11.7533,1.86e+15,2.12e+15,77004800
9600,11.0228,11.4543,11.5959,1.90e+15,2.17e+15,78643200
9800,10.5577,11.2983,11.4420,1.94e+15,2.21e+15,80281600
10000,10.4970,11.1737,11.3173,1.98e+15,2.26e+15,81920000
10200,10.5517,11.0512,11.1945,2.02e+15,2.30e+15,83558400
10400,10.8026,10.9334,11.0764,2.06e+15,2.35e+15,85196800
10600,10.5290,10.8364,10.9823,2.09e+15,2.39e+15,86835200
10800,9.8616,10.7203,10.8647,2.13e+15,2.44e+15,88473600
11000,9.9016,10.6111,10.7561,2.17e+15,2.48e+15,90112000
