step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,7.7373,7.8913,7.8973,6.29e+13,8.45e+13,1638400
400,7.6702,7.8799,7.8799,1.26e+14,1.69e+14,3276800
600,7.8037,7.9345,7.9340,1.89e+14,2.54e+14,4915200
800,7.5799,7.8955,7.8953,2.53e+14,3.38e+14,6553600
1000,7.6721,7.8878,7.8876,3.16e+14,4.23e+14,8192000
1200,7.7623,7.9525,7.9521,3.79e+14,5.07e+14,9830400
1400,7.6841,7.9070,7.9067,4.42e+14,5.92e+14,11468800
1600,7.6474,7.9571,7.9567,5.06e+14,6.76e+14,13107200
1800,55.6371,52.7348,52.6453,5.69e+14,7.61e+14,14745600
2000,51.8556,63.9684,58.4820,6.32e+14,8.45e+14,16384000
2200,65.6146,61.8098,60.1989,6.95e+14,9.30e+14,18022400
2400,73.2276,70.8532,70.7229,7.59e+14,1.01e+15,19660800
2600,62.1324,55.9335,55.8732,8.22e+14,1.10e+15,21299200
2800,62.4251,66.5350,66.4013,8.85e+14,1.18e+15,22937600
3000,80.3001,58.1048,58.0380,9.48e+14,1.27e+15,24576000
3200,59.1003,68.8397,68.7190,1.01e+15,1.35e+15,26214400
3400,67.2107,60.5079,60.4518,1.07e+15,1.44e+15,27852800
3600,57.8958,83.2569,83.1000,1.14e+15,1.52e+15,29491200
3800,69.0421,62.9923,62.9185,1.20e+15,1.61e+15,31129600
4000,60.7288,68.1519,68.0445,1.26e+15,1.69e+15,32768000
4200,62.8999,70.2632,70.1499,1.33e+15,1.77e+15,34406400
4400,61.4887,65.1333,65.0497,1.39e+15,1.86e+15,36044800
4600,75.5367,68.1800,68.0837,1.45e+15,1.94e+15,37683200
4800,70.0931,72.7794,77.0714,1.52e+15,2.03e+15,39321600
5000,76.9066,69.7156,69.6220,1.58e+15,2.11e+15,40960000
5200,59.6061,81.3247,81.1774,1.64e+15,2.20e+15,42598400
5400,61.2604,70.6487,70.5483,1.71e+15,2.28e+15,44236800
5600,70.8962,69.8586,69.7667,1.77e+15,2.37e+15,45875200
5800,62.9773,65.8460,65.7775,1.83e+15,2.45e+15,47513600
6000,60.4544,63.8667,63.8378,1.90e+15,2.54e+15,49152000
6200,60.0808,64.7064,64.6736,1.96e+15,2.62e+15,50790400
6400,65.6954,64.3024,64.2799,2.02e+15,2.70e+15,52428800
6600,59.9411,73.6646,73.5676,2.09e+15,2.79e+15,54067200
6800,76.5419,65.7919,65.7559,2.15e+15,2.87e+15,55705600
