step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,6.6164,6.8339,6.8442,1.26e+14,1.37e+14,1638400
400,6.1571,6.4139,6.4306,2.52e+14,2.75e+14,3276800
600,5.9859,6.2533,6.2688,3.79e+14,4.12e+14,4915200
800,5.8261,6.1564,6.1801,5.05e+14,5.49e+14,6553600
1000,5.9017,6.0584,6.0786,6.32e+14,6.87e+14,8192000
1200,5.8348,5.9638,5.9887,7.58e+14,8.24e+14,9830400
1400,5.6678,5.8932,5.9166,8.85e+14,9.61e+14,11468800
1600,5.7261,5.8257,5.8518,1.01e+15,1.10e+15,13107200
1800,5.6763,5.7756,5.8087,1.14e+15,1.24e+15,14745600
