step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,6.9970,7.3135,7.3139,4.72e+13,4.94e+13,1638400
400,6.8321,7.0804,7.0836,9.46e+13,9.88e+13,3276800
600,6.7407,6.8411,6.8446,1.42e+14,1.48e+14,4915200
800,6.5902,6.7379,6.7426,1.89e+14,1.98e+14,6553600
1000,6.4143,6.6732,6.6779,2.37e+14,2.47e+14,8192000
1200,6.4328,6.5950,6.6035,2.84e+14,2.96e+14,9830400
1400,6.3463,6.5339,6.5415,3.32e+14,3.46e+14,11468800
1600,6.4807,6.4722,6.4797,3.79e+14,3.95e+14,13107200
1800,6.4799,6.4369,6.4456,4.27e+14,4.44e+14,14745600
