step,training_loss,validation_loss,non_streaming_loss,total_flops_profiler,theoretical_flops,tokens
200,7.7723,7.8986,7.9983,6.29e+13,8.45e+13,1638400
400,7.7469,7.8600,7.8649,1.26e+14,1.69e+14,3276800
600,7.6913,7.8419,7.8419,1.89e+14,2.54e+14,4915200
800,7.5594,7.8178,7.8177,2.53e+14,3.38e+14,6553600
1000,7.6296,7.8401,7.8397,3.16e+14,4.23e+14,8192000
1200,7.6781,7.8433,7.8441,3.79e+14,5.07e+14,9830400
1400,7.6226,7.8248,7.8247,4.42e+14,5.92e+14,11468800
1600,7.5813,7.8240,7.8240,5.06e+14,6.76e+14,13107200
1800,7.6037,7.8084,7.8083,5.69e+14,7.61e+14,14745600
2000,7.6243,7.8095,7.8092,6.32e+14,8.45e+14,16384000
2200,7.6280,7.8011,7.8009,6.95e+14,9.30e+14,18022400
2400,7.6302,7.7380,7.7378,7.59e+14,1.01e+15,19660800
2600,7.6458,7.7462,7.7461,8.22e+14,1.10e+15,21299200
2800,7.6012,7.7465,7.7464,8.85e+14,1.18e+15,22937600
3000,7.8347,7.7629,7.7628,9.48e+14,1.27e+15,24576000
3200,7.7338,7.7669,7.7669,1.01e+15,1.35e+15,26214400
3400,7.7052,7.7690,7.7689,1.07e+15,1.44e+15,27852800
3600,7.6940,7.7575,7.7575,1.14e+15,1.52e+15,29491200
3800,7.5863,7.7722,7.7721,1.20e+15,1.61e+15,31129600
4000,7.6271,7.7878,7.7877,1.26e+15,1.69e+15,32768000
4200,7.6638,7.7550,7.7550,1.33e+15,1.77e+15,34406400
4400,7.6263,7.7740,7.7739,1.39e+15,1.86e+15,36044800
4600,7.5899,7.7585,7.7579,1.45e+15,1.94e+15,37683200
4800,7.6289,7.7651,7.7650,1.52e+15,2.03e+15,39321600
5000,7.5277,7.7650,7.7650,1.58e+15,2.11e+15,40960000
5200,7.5001,7.7642,7.7645,1.64e+15,2.20e+15,42598400
5400,7.6628,7.7733,7.7732,1.71e+15,2.28e+15,44236800
5600,7.6321,7.7591,7.7592,1.77e+15,2.37e+15,45875200
5800,7.6227,7.7575,7.7575,1.83e+15,2.45e+15,47513600
6000,7.6025,7.7495,7.7495,1.90e+15,2.54e+15,49152000
6200,7.6848,7.7596,7.7596,1.96e+15,2.62e+15,50790400
6400,7.5643,7.7648,7.7648,2.02e+15,2.70e+15,52428800
6600,7.5668,7.7627,7.7627,2.09e+15,2.79e+15,54067200
6800,7.6857,7.7597,7.7597,2.15e+15,2.87e+15,55705600
7000,7.5844,7.7513,7.7513,2.21e+15,2.96e+15,57344000
7200,7.6467,7.7666,7.7666,2.28e+15,3.04e+15,58982400
7400,7.5941,7.7486,7.7486,2.34e+15,3.13e+15,60620800
7600,7.5816,7.7558,7.7558,2.40e+15,3.21e+15,62259200
7800,7.6465,7.7589,7.7589,2.47e+15,3.30e+15,63897600
8000,7.7078,7.7377,7.7377,2.53e+15,3.38e+15,65536000
8200,7.6364,7.7499,7.7499,2.59e+15,3.46e+15,67174400
8400,7.7171,7.7524,7.7524,2.66e+15,3.55e+15,68812800
8600,7.7064,7.7476,7.7476,2.72e+15,3.63e+15,70451200
8800,7.6763,7.7498,7.7498,2.78e+15,3.72e+15,72089600
9000,7.5476,7.7545,7.7545,2.85e+15,3.80e+15,73728000
9200,7.5151,7.7397,7.7397,2.91e+15,3.89e+15,75366400
9400,7.6043,7.7492,7.7492,2.97e+15,3.97e+15,77004800
9600,7.5261,7.7509,7.7509,3.04e+15,4.06e+15,78643200
9800,7.5978,7.7362,7.7362,3.10e+15,4.14e+15,80281600
10000,7.6094,7.7307,7.7307,3.16e+15,4.23e+15,81920000
10200,7.7440,7.7509,7.7509,3.22e+15,4.31e+15,83558400
10400,7.5981,7.7420,7.7420,3.29e+15,4.39e+15,85196800
10600,7.4452,7.7346,7.7346,3.35e+15,4.48e+15,86835200
10800,7.6160,7.7422,7.7422,3.41e+15,4.56e+15,88473600
11000,7.6767,7.7403,7.7403,3.48e+15,4.65e+15,90112000
11200,7.5733,7.7342,7.7342,3.54e+15,4.73e+15,91750400
11400,7.6275,7.7217,7.7217,3.60e+15,4.82e+15,93388800
11600,7.5958,7.7352,7.7352,3.67e+15,4.90e+15,95027200
11800,7.6179,7.7305,7.7305,3.73e+15,4.99e+15,96665600
12000,7.6632,7.7278,7.7278,3.79e+15,5.07e+15,98304000
12200,7.5426,7.7375,7.7375,3.86e+15,5.16e+15,99942400
12400,7.7499,7.7228,7.7228,3.92e+15,5.24e+15,101580800
12600,7.6684,7.7280,7.7280,3.98e+15,5.32e+15,103219200
12800,7.5525,7.7259,7.7259,4.05e+15,5.41e+15,104857600
13000,7.5944,7.7235,7.7235,4.11e+15,5.49e+15,106496000
13200,7.5854,7.7318,7.7319,4.17e+15,5.58e+15,108134400
13400,7.5709,7.7308,7.7308,4.24e+15,5.66e+15,109772800
13600,7.6571,7.7249,7.7249,4.30e+15,5.75e+15,111411200
13800,7.7082,7.7169,7.7169,4.36e+15,5.83e+15,113049600
14000,7.5529,7.7257,7.7257,4.43e+15,5.92e+15,114688000
14200,7.6219,7.7240,7.7240,4.49e+15,6.00e+15,116326400
14400,7.6497,7.7278,7.7278,4.55e+15,6.08e+15,117964800
14600,7.6422,7.7037,7.7037,4.62e+15,6.17e+15,119603200
14800,7.6694,7.7061,7.7061,4.68e+15,6.25e+15,121241600
15000,7.5800,7.7039,7.7039,4.74e+15,6.34e+15,122880000
15200,7.6814,7.6895,7.6895,4.81e+15,6.42e+15,124518400
15400,7.6882,7.6920,7.6920,4.87e+15,6.51e+15,126156800
15600,7.6096,7.6931,7.6931,4.93e+15,6.59e+15,127795200
15800,7.6513,7.7014,7.7014,5.00e+15,6.68e+15,129433600
16000,7.7198,7.7026,7.7026,5.06e+15,6.76e+15,131072000
16200,7.7226,7.7081,7.7081,5.12e+15,6.85e+15,132710400
16400,7.5589,7.7112,7.7112,5.19e+15,6.93e+15,134348800
16600,7.6900,7.6970,7.6970,5.25e+15,7.01e+15,135987200
16800,7.6987,7.7052,7.7052,5.31e+15,7.10e+15,137625600
17000,7.6088,7.6938,7.6938,5.38e+15,7.18e+15,139264000
17200,7.5682,7.6919,7.6919,5.44e+15,7.27e+15,140902400
17400,7.6978,7.6803,7.6803,5.50e+15,7.35e+15,142540800
17600,7.7040,7.6843,7.6843,5.56e+15,7.44e+15,144179200
17800,7.5618,7.6872,7.6872,5.63e+15,7.52e+15,145817600
18000,7.6675,7.6919,7.6919,5.69e+15,7.61e+15,147456000
18200,7.6802,7.6899,7.6899,5.75e+15,7.69e+15,149094400
18400,7.6001,7.6945,7.6945,5.82e+15,7.77e+15,150732800
18600,7.5440,7.6955,7.6955,5.88e+15,7.86e+15,152371200
18800,7.5743,7.6937,7.6937,5.94e+15,7.94e+15,154009600
19000,7.5494,7.6901,7.6901,6.01e+15,8.03e+15,155648000
19200,7.6075,7.6914,7.6914,6.07e+15,8.11e+15,157286400
19400,7.6838,7.6934,7.6934,6.13e+15,8.20e+15,158924800
19600,7.6193,7.6846,7.6846,6.20e+15,8.28e+15,160563200
19800,7.5650,7.6893,7.6892,6.26e+15,8.37e+15,162201600
20000,7.6876,7.6838,7.6838,6.32e+15,8.45e+15,163840000
20200,7.7230,7.6849,7.6849,6.39e+15,8.54e+15,165478400
20400,7.5383,7.6896,7.6896,6.45e+15,8.62e+15,167116800
20600,7.6768,7.6888,7.6888,6.51e+15,8.70e+15,168755200
20800,7.6420,7.6892,7.6892,6.58e+15,8.79e+15,170393600
